Symptome Mesh/cui 	 Symptom cuis divided with | 	 Side effect cui divided with | 
D013746	C0039621	C0039621
D057896	C0152459	C0152459
D055948	C0872084	C0872084
D003968	C0011992	C0011992
D017566	C0206064	C0206064
D020207	C0394016	C0394016
D003967	C0011991	C0011991
D010167	C0030232	C0030232
D007625	C0022541	C0022541
D000787	C0002962	C0002962
D009290	C0027404	C0027404
D011782	C0034372	C0034372
D012607	C0036454	C0036454
D000788	C0002963	C0002963
D000789	C0002965	C0002965
D001247	C0004093	C0004093
D005334	C0015967	C0015967
D005335	C0015970	C0015970
D012893	C0851578	C0851578
D011602	C0033931	C0033931
D012891	C0037315	C0037315
D016857	C0085383	C0085383
D009222	C0027125	C0027125
D013064	C0037822	C0037822
D011304	C0033074	C0033074
D018771	C0003862	C0003862
D018476	C0086439	C0086439
D001184	C0003910	C0003910
D015845	C0040416	C0040416
D058568	C0221243	C0221243
D055154	C1527344	C1527344
D019954	C0525041	C0525041
D020069	C0037011	C0037011
D006930	C0020429	C0020429
D051474	C0032768	C0032768
D010292	C0030554	C0030554
D010291	C0030552	C0030552
D000419	C0001925	C0001925
D020324	C0233795	C0233795
D012001	C0034880	C0034880
D012415	C0035934	C0035934
D010264	C0030486	C0030486
D002524	C0007758	C0007758
D015746	C0000737	C0000737
D000370	C2364111	C2364111
D012640	C0036572	C0036572
D000377	C0001816	C0001816
D012133	C0035232	C0035232
D021501	C0016199	C0016199
D050177	C0497406	C0497406
D011507	C0033687	C0033687
D001750	C0005697	C0005697
D002559	C0007815	C0007815
D010468	C0030975	C0030975
D006396	C0018926	C0018926
D063806	C0231528	C0231528
D000472	C0002064	C0002064
D006429	C0018991	C0018991
D002389	C0007398	C0007398
D002385	C0007384	C0007384
D014550	C0042025	C0042025
D019873	C0524988	C0524988
D019080	C0221263	C0221263
D017116	C0024031	C0024031
D058447	C0151827	C0151827
D046089	C0155552	C0155552
D014770	C0042755	C0042755
D059445	C0178417	C0178417
D060705	C0869474	C0869474
D012912	C0037383	C0037383
D012913	C0037384	C0037384
D009846	C0028961	C0028961
D053609	C0023380	C0023380
D053608	C0085628	C0085628
D004433	C0013456	C0013456
D006314	C0018777	C0018777
D004438	C0013491	C0013491
D003371	C0010200	C0010200
D009133	C0026846	C0026846
D006456	C0019048	C0019048
D065906	C0795692	C0795692
D003117	C0009398	C0009398
D014103	C0040485	C0040485
D004884	C0014724	C0014724
D000381	C0001825	C0001825
D020920	C0700201	C0700201
D005130	C0015402	C0015402
D006985	C0020578	C0020578
D006987	C0020580	C0020580
D006988	C0020581	C0020581
D007383	C0021775	C0021775
D006628	C0019572	C0019572
D005862	C0017494	C0017494
D006337	C0018808	C0018808
D060486	C0221058	C0221058
D001724	C0005612	C0005612
D001835	C0005910	C0005910
D001832	C0005904	C0005904
D053584	C1313921	C1313921
D003693	C0011206	C0011206
D002422	C0007462	C0007462
D060050	C0340288	C0340288
D006935	C0020440	C0020440
D015354	C0042798	C0042798
D005183	C0015544	C0015544
D013494	C0038868	C0038868
D006939	C0020450	C0020450
D005221	C0015672	C0015672
D014202	C0040822	C0040822
D011681	C0034124	C0034124
D012817	C0037089	C0037089
D018589	C0152020	C0152020
D012818	C0037090	C0037090
D053565	C0020438	C0020438
D013651	C0039338	C0039338
D002637	C0008031	C0008031
D016553	C0398650	C0398650
D002639	C0008039	C0008039
D020178	C0877792	C0877792
D002832	C0008522	C0008522
D055665	C0085650	C0085650
D005884	C0017565	C0017565
D006472	C0029163	C0029163
D059390	C1135120	C1135120
D013035	C0037763	C0037763
D001044	C0003564	C0003564
D004408	C0013378	C0013378
D059373	C0024902	C0024902
D017699	C0030794	C0030794
D004401	C0013362	C0013362
D019547	C0007859	C0007859
D059787	C0184567	C0184567
D005926	C0017672	C0017672
D015430	C0043094	C0043094
D015431	C1262477	C1262477
D020828	C0033790	C0033790
D020820	C0013384	C0013384
D003490	C0010520	C0010520
D001766	C0456909	C0456909
D009755	C0028077	C0028077
D006469	C0019079	C0019079
D011539	C0033778	C0033778
D011538	C0033775	C0033775
D020385	C0684219	C0684219
D011537	C0033774	C0033774
D056844	C0152169	C0152169
D020915	C0349464	C0349464
D020181	C0520679	C0520679
D005262	C0015799	C0015799
D020184	C0037320	C0037320
D020188	C0456511	C0456511
D020189	C0751774	C0751774
D010149	C0030201	C0030201
D010148	C0030200	C0030200
D006209	C0018520	C0018520
D018908	C0151786	C0151786
D013342	C0038506	C0038506
D054068	C0085642	C0085642
D000647	C0002622	C0002622
D000648	C0002624	C0002624
D048949	C0474368	C0474368
D002303	C0007166	C0007166
D052245	C0271097	C0271097
D019591	C0684343	C0684343
D011141	C0032617	C0032617
D009325	C0027497	C0027497
D007040	C3203358	C3203358
D001264	C0004158	C0004158
D005316	C0015930	C0015930
D001260	C0004135	C0004135
D006685	C0019825	C0019825
D006963	C0020505	C0020505
D001049	C0003578	C0003578
D053201	C0878773	C0878773
D020447	C0030508	C0030508
D053202	C0150045	C0150045
D041781	C0022354	C0022354
D001416	C0004604	C0004604
D017246	C0162674	C0162674
D007035	C0020672	C0020672
D009437	C0027796	C0027796
D009155	C0026884	C0026884
D019462	C0042420	C0042420
D006423	C0018979	C0018979
D000855	C0003123	C0003123
D000326	C0162309	C0162309
D013009	C0037672	C0037672
D020886	C0752262	C0752262
D012148	C0035258	C0035258
D004454	C0013528	C0013528
D059246	C0231835	C0231835
D059245	C0158940	C0158940
D014474	C0041657	C0041657
D045262	C0206160	C0206160
D034381	C1384666	C1384666
D010243	C0522224	C0522224
D003635	C0270972	C0270972
D014839	C0042963	C0042963
D003639	C0011057	C0011057
D003638	C0011053	C0011053
D011595	C3887612	C3887612
D011596	C0033922	C0033922
D009886	C0029089	C0029089
D009058	C0026635	C0026635
D006732	C0019937	C0019937
D015160	C0020305	C0020305
D003128	C0009421	C0009421
D005600	C0016667	C0016667
D011218	C0032897	C0032897
D016534	C0085128	C0085128
D059411	C0574785	C0574785
D016532	C0026705	C0026705
D014786	C0042790	C0042790
D009207	C0027066	C0027066
D011693	C0034150	C0034150
D011695	C0034152	C0034152
D011696	C0857305	C0857305
D011697	C0034155	C0034155
D015518	C0035372	C0035372
D004172	C0012569	C0012569
D053448	C0242453	C0242453
D014717	C0042571	C0042571
D014313	C0041105	C0041105
D006816	C0020179	C0020179
D003221	C0009676	C0009676
D004314	C0013080	C0013080
D053159	C0013428	C0013428
D053158	C0028734	C0028734
D012021	C0034933	C0034933
D000334	C0001707	C0001707
D003410	C0010314	C0010314
D001072	C0003635	C0003635
D004410	C0476254	C0476254
D019584	C0600142	C0600142
D004412	C0013390	C0013390
D004415	C0013395	C0013395
D004417	C0013404	C0013404
D014012	C0040264	C0040264
D019575	C0155320	C0155320
D037061	C0025587	C0025587
D004487	C0013604	C0013604
D004489	C0013608	C0013608
D017593	C0206085	C0206085
D010845	C0031880	C0031880
D007926	C0023374	C0023374
D055958	C0458224	C0458224
D020270	C0586323	C0586323
D009765	C0028754	C0028754
D055955	C2717757	C2717757
D007859	C0023186	C0023186
D005157	C0015468	C0015468
D005158	C0015469	C0015469
D000550	C0002418	C0002418
D009128	C0026838	C0026838
D009127	C0026837	C0026837
D006606	C0019521	C0019521
D006212	C0018524	C0018524
D005483	C0016382	C0016382
D009123	C0026827	C0026827
D009122	C0026826	C0026826
D009120	C0026821	C0026821
D054058	C0948089	C0948089
D018496	C0242706	C0242706
D018980	C0175702	C0175702
D002375	C0007370	C0007370
D005414	C0016204	C0016204
D002100	C0006625	C0006625
D019588	C0231341	C0231341
D001259	C0004134	C0004134
D062026	C0854348	C0854348
D007088	C0020903	C0020903
D007706	C0022716	C0022716
D005320	C0015938	C0015938
D020754	C0087012	C0087012
D020757	C0149793	C0149793
D000425	C0001940	C0001940
D006356	C0018834	C0018834
D013575	C0039070	C0039070
D059265	C0234245	C0234245
D012877	C0037285	C0037285
D001037	C0003537	C0003537
D010146	C0030193	C0030193
D054972	C1299624	C1299624
D054971	C1535893	C1535893
D007024	C0020651	C0020651
D012166	C0035317	C0035317
D015875	C0003079	C0003079
D015877	C0026205	C0026205
D000860	C0003130	C0003130
D020238	C0234512	C0234512
D020336	C0037771	C0037771
D020335	C0221166	C0221166
D001926	C0006110	C0006110
D020233	C0751830	C0751830
D020236	C0338591	C0338591
D020234	C0751837	C0751837
D020235	C1510417	C1510417
D008065	C0023795	C0023795
D023341	C0085593	C0085593
D003147	C0009460	C0009460
D006316	C0018780	C0018780
D006311	C0260662	C0260662
D014826	C0042928	C0042928
D006319	C0018784	C0018784
D014823	C0042909	C0042909
D008607	C3714756	C3714756
D007565	C0022346	C0022346
D009041	C0026603	C0026603
D007806	C0023015	C0023015
D002032	C0006370	C0006370
D005207	C0015644	C0015644
D006261	C0018681	C0018681
D010591	C0031315	C0031315
D014549	C0042024	C0042024
D054160	C0232257	C0232257
D020795	C0085636	C0085636
D005683	C0016927	C0016927
D014098	C0040460	C0040460
D009461	C0027854	C0027854
D002819	C0008489	C0008489
D004244	C0012833	C0012833
D006941	C0020453	C0020453
D006942	C0020455	C0020455
D006948	C0424295	C0424295
D018437	C0242644	C0242644
D008998	C0026470	C0026470
D008580	C0025287	C0025287
D015878	C0026961	C0026961
D004421	C0013421	C0013421
D000006	C0000727	C0000727
D012585	C0036396	C0036396
D059350	C0150055	C0150055
D059352	C0026858	C0026858
D056128	C0311277	C0311277
D059607	C0395005	C0395005
D059606	C0085602	C0085602
D014008	C0040259	C0040259
D012135	C0035234	C0035234
D003085	C0232488	C0232488
D003248	C0009806	C0009806
