drugbank_id 	 rxnorm_cui
DB00555	28439
DB00556	300005
DB00556	283753
DB00557	220847
DB00557	220845
DB00557	217682
DB00557	5553
DB00557	154987
DB00557	197116
DB00557	203182
DB00557	219650
DB00558	261633
DB00558	69722
DB00559	75207
DB00559	498193
DB00560	384455
DB00561	3637
DB00561	1848237
DB00561	82011
DB00562	204343
DB00562	19008
DB00563	287734
DB00563	6851
DB00563	491604
DB00563	152008
DB00563	346424
DB00564	2002
DB00565	152626
DB00565	1849187
DB00565	136561
DB00566	1444029
DB00566	3446
DB00567	2231
DB00567	281942
DB00567	1299782
DB00568	2549
DB00569	322155
DB00569	322154
DB00570	11199
DB00570	11198
DB00570	224919
DB00571	151415
DB00571	151355
DB00571	856468
DB00571	151890
DB00571	82084
DB00571	8787
DB00571	151492
DB00572	153971
DB00572	1223
DB00572	404863
DB00573	151753
DB00573	151750
DB00573	267171
DB00573	4331
DB00574	151304
DB00574	4328
DB00574	82018
DB00574	202366
DB00574	202365
DB00575	1844898
DB00575	202941
DB00575	142432
DB00575	2599
DB00575	202939
DB00576	220301
DB00576	10179
DB00576	587291
DB00577	73645
DB00577	236081
DB00578	2015
DB00578	8981
DB00578	258332
DB00579	224937
DB00579	227434
DB00579	6664
DB00579	227433
DB00580	323810
DB00580	278567
DB00581	216060
DB00581	215949
DB00581	216200
DB00581	216045
DB00581	6218
DB00582	338272
DB00582	121243
DB00583	151494
DB00583	42955
DB00583	2106
DB00584	3827
DB00584	203123
DB00584	749224
DB00585	42319
DB00586	9869
DB00586	236125
DB00586	152304
DB00586	3355
DB00586	203214
DB00586	40968
DB00586	81997
DB00587	83634
DB00588	217152
DB00588	151775
DB00588	50121
DB00588	151776
DB00589	6446
DB00589	152300
DB00589	6553
DB00590	196468
DB00590	39173
DB00590	49276
DB00591	385369
DB00591	224948
DB00591	224947
DB00591	1366202
DB00591	4461
DB00592	271743
DB00592	17959
DB00592	67518
DB00592	33746
DB00592	1549138
DB00592	8340
DB00592	54749
DB00592	342992
DB00593	151699
DB00593	4135
DB00593	1848502
DB00593	1816170
DB00594	6958
DB00594	142424
DB00594	221055
DB00594	644
DB00594	1372699
DB00595	266974
DB00595	204184
DB00595	202964
DB00595	1852635
DB00595	1545999
DB00595	82065
DB00595	7821
DB00595	1842943
DB00595	4780
DB00596	41208
DB00597	25483
DB00598	155033
DB00598	6185
DB00598	202693
DB00599	1847846
DB00599	151907
DB00599	82107
DB00599	155077
DB00599	1849510
DB00599	10493
DB00599	282416
DB00600	17145
DB00600	601481
DB00600	215633
DB00601	190376
DB00602	6069
DB00603	1000112
DB00603	607374
DB00604	152248
DB00604	219465
DB00604	35255
DB00604	221077
DB00605	151524
DB00605	10237
DB00606	22033
DB00607	220667
DB00607	7233
DB00607	218589
DB00607	9893
DB00608	203119
DB00608	2393
DB00608	20863
DB00608	451796
DB00609	4127
DB00609	835718
DB00610	6806
DB00610	203526
DB00610	6805
DB00611	1841
DB00611	10022
DB00611	203170
DB00612	142146
DB00612	152072
DB00612	19484
DB00612	151697
DB00613	314495
DB00613	81951
DB00613	720
DB00614	224944
DB00614	4601
DB00615	227450
DB00615	55672
DB00617	219107
DB00617	32894
DB00618	81993
DB00618	203661
DB00618	3154
DB00619	282386
DB00619	274700
DB00619	282388
DB00619	284924
DB00620	220420
DB00620	220465
DB00620	217173
DB00620	38546
DB00620	202779
DB00620	10761
DB00620	10759
DB00620	10762
DB00620	220488
DB00620	261674
DB00621	1826020
DB00621	224933
DB00621	7779
DB00622	7396
DB00622	151490
DB00622	235230
DB00623	152067
DB00623	25190
DB00623	219172
DB00623	8741
DB00623	4496
DB00623	30129
DB00623	203207
DB00624	220226
DB00624	731453
DB00624	220227
DB00624	835827
DB00624	1825121
DB00624	152499
DB00624	37864
DB00624	215283
DB00624	10382
DB00624	220230
DB00624	10379
DB00624	1842498
DB00624	37446
DB00624	215286
DB00624	152935
DB00624	1828264
DB00624	37859
DB00625	195085
DB00626	1363718
DB00626	1842850
DB00626	1291
DB00626	215536
DB00626	11417
DB00627	7405
DB00627	1551658
DB00627	1437077
DB00627	7393
DB00628	2353
DB00628	217280
DB00628	2607
DB00628	235408
DB00628	202966
DB00629	227225
DB00629	5034
DB00629	5033
DB00630	236083
DB00630	203152
DB00630	46041
DB00631	493622
DB00631	356740
DB00631	44151
DB00632	594680
DB00632	215707
DB00633	228054
DB00633	48937
DB00634	352857
DB00634	215963
DB00634	82101
DB00634	227254
DB00634	10169
DB00635	235485
DB00635	224929
DB00635	224928
DB00635	8640
DB00636	2594
DB00636	1851995
DB00636	151389
DB00636	1841923
DB00637	202818
DB00637	42328
DB00637	1854592
DB00638	5924
DB00639	47464
DB00639	19884
DB00639	261534
DB00639	217080
DB00639	217081
DB00639	1849486
DB00639	405205
DB00640	296
DB00640	1849459
DB00640	12640
DB00640	215025
DB00640	258345
DB00641	36567
DB00641	196503
DB00641	1807381
DB00641	707991
DB00642	1666923
DB00642	68446
DB00642	282443
DB00643	202972
DB00643	6672
DB00644	204194
DB00644	204193
DB00644	1298838
DB00644	5618
DB00644	6384
DB00644	543159
DB00645	216807
DB00645	91188
DB00645	23744
DB00645	494944
DB00646	152141
DB00646	202719
DB00646	476619
DB00646	7597
DB00646	202720
DB00646	217217
DB00647	151656
DB00647	288674
DB00647	71517
DB00647	8785
DB00647	203598
DB00648	7004
DB00648	204257
DB00649	59763
DB00649	405406
DB00650	225852
DB00650	6313
DB00650	436190
DB00650	1751436
DB00650	274969
DB00651	3714
DB00651	23202
DB00652	151789
DB00652	104973
DB00652	220038
DB00652	8001
DB00652	203196
DB00653	1311625
DB00653	6585
DB00653	236741
DB00654	43611
DB00654	1826725
DB00654	153159
DB00655	91428
DB00655	4103
DB00655	203461
DB00656	92402
DB00656	10737
DB00656	281674
DB00656	82112
DB00656	204192
DB00657	1838250
DB00657	217749
DB00657	91240
DB00657	6673
DB00658	237125
DB00658	660890
DB00658	214824
DB00659	1854084
DB00659	82819
DB00659	152761
DB00660	204315
DB00660	59078
DB00661	203489
DB00661	203138
DB00661	11170
DB00662	540956
DB00662	352469
DB00662	261661
DB00662	38685
DB00662	57227
DB00663	4458
DB00663	25113
DB00664	10175
DB00664	1838262
DB00665	31805
DB00665	218741
DB00666	28656
DB00668	1490053
DB00668	362
DB00668	1816692
DB00668	616389
DB00668	133040
DB00668	203180
DB00668	3992
DB00668	6687
DB00669	67158
DB00669	1837679
DB00669	196477
DB00669	1853695
DB00669	217713
DB00669	37418
DB00670	8352
DB00670	235775
DB00671	1810871
DB00671	25033
DB00672	2404
DB00672	151616
DB00673	358255
DB00674	583099
DB00674	4637
DB00674	860693
DB00675	1850598
DB00675	10324
DB00675	1828420
DB00675	1816791
DB00675	1832647
DB00675	1825833
DB00675	498807
DB00675	1822631
DB00675	152404
DB00675	1847168
DB00675	358860
DB00675	40137
DB00675	1821289
DB00675	498062
DB00675	1823802
DB00675	152121
DB00675	494905
DB00675	605546
DB00675	1849850
DB00675	281964
DB00675	605548
DB00675	1852118
DB00676	19044
DB00677	227311
DB00677	6027
DB00678	1836018
DB00678	203160
DB00678	52175
DB00679	10502
DB00679	218304
DB00679	152018
DB00679	203165
DB00680	221126
DB00680	151721
DB00680	225202
DB00680	40169
DB00681	258211
DB00681	203511
DB00681	732
DB00681	92766
DB00681	215248
DB00681	101299
DB00681	236594
DB00681	151803
DB00681	42527
DB00682	11289
DB00682	82118
DB00682	1858418
DB00682	202421
DB00682	114194
DB00683	151357
DB00683	6960
DB00683	11177
DB00683	1833874
DB00683	3632
DB00683	203128
DB00683	142441
DB00683	151879
DB00684	7276
DB00684	220333
DB00684	203804
DB00684	606736
DB00684	203803
DB00684	10627
DB00685	220496
DB00685	221177
DB00685	115552
DB00686	155046
DB00686	8007
DB00686	134413
DB00687	165516
DB00687	4452
DB00688	237112
DB00688	152633
DB00688	68149
DB00689	2232
DB00690	1827618
DB00690	71484
DB00690	4501
DB00690	227551
DB00691	220675
DB00691	30131
DB00691	220670
DB00691	236066
DB00692	227240
DB00692	54635
DB00692	152324
DB00692	8153
DB00692	1846742
DB00693	589133
DB00693	57789
DB00693	25138
DB00694	203580
DB00694	81992
DB00694	153402
DB00694	3109
DB00694	1364321
DB00695	202991
DB00695	226985
DB00695	4603
DB00695	14964
DB00696	42676
DB00696	4025
DB00696	203326
DB00697	57258
DB00697	236460
DB00698	7454
DB00698	235559
DB00698	91089
DB00698	601746
DB00698	221129
DB00699	262404
DB00699	7398
DB00700	176364
DB00700	298869
DB00701	228656
DB00701	228655
DB00702	140480
DB00703	218699
DB00703	6826
DB00704	105069
DB00704	542207
DB00704	7243
DB00704	152092
DB00705	83816
DB00705	142152
DB00706	77492
DB00706	284911
DB00706	236495
DB00707	333848
DB00708	58964
DB00708	227579
DB00708	56795
DB00709	68244
DB00709	196478
DB00710	281753
DB00710	236916
DB00710	115265
DB00710	115264
DB00711	203175
DB00711	1821806
DB00711	3384
DB00711	3385
DB00711	353651
DB00712	93588
DB00712	91351
DB00712	203411
DB00712	4502
DB00713	9898
DB00713	215544
DB00713	7773
DB00714	1043
DB00714	71225
DB00714	606718
DB00715	1298842
DB00715	32937
DB00715	436212
DB00715	235830
DB00715	196471
DB00716	266663
DB00716	31563
DB00717	640993
DB00717	7514
DB00717	31983
DB00718	141400
DB00719	18600
DB00719	152159
DB00719	58275
DB00720	596717
DB00720	3350
DB00720	1546871
DB00721	106558
DB00721	8701
DB00721	7539
DB00721	595470
DB00722	29046
DB00722	226709
DB00722	1546022
DB00723	82045
DB00723	203187
DB00723	6853
DB00724	55428
DB00724	1851818
DB00724	59943
DB00725	27085
DB00725	1546413
DB00726	10834
DB00726	1818624
DB00726	1854391
DB00726	71532
DB00727	1844707
DB00727	151173
DB00727	4917
DB00727	151177
DB00727	151174
DB00727	705130
DB00727	202530
DB00727	202508
DB00727	202525
DB00727	151172
DB00727	1848077
DB00727	202510
DB00727	1841648
DB00728	68139
DB00728	32521
DB00729	23364
DB00730	1848254
DB00730	10450
DB00730	1827193
DB00730	203003
DB00731	274332
DB00732	1219
DB00733	34345
DB00733	55322
DB00733	1486892
DB00734	152318
DB00734	1834531
DB00734	1841185
DB00734	1841783
DB00734	35636
DB00734	1842322
DB00735	91293
DB00735	31476
DB00735	218564
DB00736	283562
DB00736	1601995
DB00736	1435522
DB00736	1294569
DB00736	283742
DB00737	218265
DB00737	6676
DB00737	82041
DB00737	1831005
DB00738	495527
DB00738	152206
DB00738	7995
DB00738	7994
DB00739	1299048
DB00739	26797
DB00740	35623
DB00741	166239
DB00741	219147
DB00741	5492
DB00741	218759
DB00741	216234
DB00741	219425
DB00741	235482
DB00741	202643
DB00741	1043071
DB00741	163524
DB00741	103468
DB00741	41277
DB00741	235483
DB00741	27199
DB00741	215381
DB00741	360508
DB00741	27196
DB00741	27197
DB00741	352916
DB00741	218285
DB00741	758861
DB00741	202655
DB00741	202654
DB00741	884074
DB00742	202697
DB00742	1821677
DB00742	1189214
DB00742	6628
DB00742	202698
DB00743	68173
DB00743	692620
DB00743	72854
DB00744	221047
DB00744	40575
DB00744	1852397
DB00745	30125
DB00746	3131
DB00746	3132
DB00747	9601
DB00747	9603
DB00747	220372
DB00748	1374771
DB00748	1840125
DB00748	20220
DB00748	227543
DB00748	91066
DB00749	24605
DB00749	218062
DB00750	151518
DB00750	8686
DB00750	2557
DB00751	1836723
DB00751	236961
DB00751	39684
DB00752	91119
DB00752	10734
DB00752	10700
DB00753	6026
DB00754	45241
DB00754	4136
DB00755	153596
DB00755	492244
DB00755	153101
DB00755	1818009
DB00755	1853875
DB00755	352978
DB00755	728638
DB00755	405330
DB00755	846950
DB00755	495181
DB00755	1842333
DB00755	10753
DB00756	219876
DB00756	219875
DB00756	5293
DB00756	1233678
DB00756	586576
DB00757	29398
DB00757	68091
DB00758	236991
DB00758	1820355
DB00758	32968
DB00759	227789
DB00759	1853726
DB00759	631399
DB00759	1524595
DB00759	10395
DB00759	1838602
DB00759	142446
DB00760	1816218
DB00760	1546029
DB00760	29561
DB00760	1834568
DB00760	152024
DB00760	83175
DB00760	1844843
DB00761	1846149
DB00761	203475
DB00761	218365
DB00761	93061
DB00761	217880
DB00761	217905
DB00761	8591
DB00762	153329
DB00762	1841099
DB00762	51499
DB00762	203651
DB00763	6835
DB00763	225137
DB00763	1849683
DB00763	588873
DB00763	224936
DB00763	1843709
DB00764	108118
DB00764	30145
DB00764	153374
DB00765	266604
DB00766	48203
DB00766	831418
DB00766	590555
DB00766	21216
DB00767	91272
DB00767	19041
DB00768	135391
DB00768	1841001
DB00768	236599
DB00769	142245
DB00770	1839721
DB00770	598
DB00770	1846409
DB00770	477639
DB00770	152263
DB00770	153020
DB00770	844227
DB00771	219549
DB00771	21232
DB00771	48212
DB00772	262635
DB00772	6606
DB00773	24614
DB00773	4179
DB00773	274342
DB00773	496876
DB00774	5495
DB00774	203464
DB00775	253202
DB00775	73137
DB00775	187024
DB00776	397719
DB00776	32624
DB00776	264
DB00777	8770
DB00777	227589
DB00777	6232
DB00778	1050068
DB00778	9478
DB00778	219728
DB00779	7240
DB00780	8124
DB00780	8123
DB00781	388
DB00781	605438
DB00781	202404
DB00781	8536
DB00782	224918
DB00782	8761
DB00782	8762
DB00783	24395
DB00783	4083
DB00783	49770
DB00783	405416
DB00783	134391
DB00783	1000146
DB00783	402140
DB00783	667125
DB00783	60661
DB00783	602449
DB00783	723608
DB00783	236859
DB00783	220918
DB00784	6693
DB00784	1835286
DB00784	202493
DB00784	202494
DB00784	1824547
DB00785	42618
DB00786	101420
DB00787	281
DB00787	81944
DB00788	142442
DB00788	7258
DB00788	1848941
DB00788	152093
DB00788	152094
DB00789	218180
DB00789	25485
DB00789	25486
DB00790	72260
DB00790	196500
DB00790	54552
DB00790	1600711
DB00791	10996
DB00792	219024
DB00792	91063
DB00792	219023
DB00792	71533
DB00792	10847
DB00793	217485
DB00793	26422
DB00794	204270
DB00794	8691
DB00794	203011
DB00795	9524
DB00795	202770
DB00795	1848947
DB00795	152336
DB00796	135481
DB00796	214354
DB00796	1805543
DB00797	10634
DB00797	235450
DB00798	352830
DB00798	1596450
DB00798	217829
DB00798	542599
DB00798	1870193
DB00798	217228
DB00798	202393
DB00798	217326
DB00799	220181
DB00799	153569
DB00799	352449
DB00799	83947
DB00800	24853
DB00800	203151
DB00801	26412
DB00801	219119
DB00802	479
DB00802	203203
DB00802	480
DB00803	2710
DB00803	2709
DB00803	151536
DB00804	71479
DB00804	216589
DB00804	3361
DB00804	152021
DB00805	236400
DB00805	30031
DB00806	202727
DB00806	8013
DB00806	380932
DB00807	203759
DB00807	203757
DB00807	34905
DB00807	227778
DB00807	352841
DB00807	54145
DB00808	5764
DB00808	152098
DB00808	218102
DB00809	218513
DB00809	352840
DB00809	10869
DB00809	94420
DB00809	203811
DB00810	91154
DB00810	19377
DB00810	1589
DB00810	151311
DB00811	9344
DB00811	204276
DB00812	8160
DB00813	142436
DB00813	4337
DB00813	151678
DB00813	1652097
DB00814	1829702
DB00814	152699
DB00814	41493
DB00815	9871
DB00816	227561
DB00816	6804
DB00816	151336
DB00816	7688
DB00817	35797
DB00817	1832500
DB00818	8782
DB00818	1598995
DB00818	196459
DB00818	1862106
DB00818	884672
DB00819	151619
DB00819	91406
DB00819	167
DB00819	16708
DB00820	358263
DB00820	849863
DB00820	303263
DB00821	20343
DB00822	3554
DB00822	151358
DB00823	4170
DB00824	24191
DB00824	285079
DB00825	6750
DB00825	236388
DB00826	202745
DB00826	7268
DB00827	2550
DB00827	151514
DB00828	142135
DB00828	4550
DB00828	236648
DB00829	3322
DB00829	202472
DB00830	203198
DB00830	8133
DB00831	10800
DB00831	227572
DB00831	91130
DB00832	33309
DB00832	218387
DB00833	215921
DB00833	314540
DB00833	2176
DB00833	540960
DB00833	1450910
DB00834	152036
DB00834	284781
DB00834	657836
DB00834	6964
DB00835	142427
DB00835	215740
DB00835	215743
DB00835	3447
DB00835	203393
DB00835	1767
DB00835	795946
DB00836	6468
DB00836	82038
DB00836	41433
DB00836	219157
DB00836	218153
DB00836	151889
DB00837	34568
DB00837	1848215
DB00838	236919
DB00838	235487
DB00838	21250
DB00838	21249
DB00839	220338
DB00839	10633
DB00840	27291
DB00840	1811461
DB00841	203121
DB00841	3616
DB00842	204360
DB00842	7781
DB00843	236559
DB00843	135447
DB00844	154985
DB00844	7550
DB00844	7238
DB00845	203021
DB00845	2592
DB00846	226247
DB00846	4500
DB00846	216218
DB00846	216219
DB00847	81990
DB00847	1426886
DB00847	3022
DB00847	1421468
DB00848	133018
DB00848	6371
DB00848	1535214
DB00848	227227
DB00848	216956
DB00849	218264
DB00849	6758
DB00849	1828151
DB00850	33212
DB00850	151752
DB00850	202730
DB00850	8076
DB00851	3098
DB00851	225001
DB00851	202901
DB00852	217295
DB00852	218515
DB00852	8896
DB00852	216399
DB00852	203303
DB00852	6022
DB00852	91168
DB00852	91169
DB00852	216632
DB00852	215056
DB00853	47792
DB00853	1846633
DB00853	1805716
DB00853	1814327
DB00853	37776
DB00853	53886
DB00853	52306
DB00853	261663
DB00854	6378
DB00854	470255
DB00854	153973
DB00855	261715
DB00855	683
DB00855	469967
DB00856	218203
DB00856	20880
DB00856	2399
DB00857	865754
DB00857	235838
DB00857	37801
DB00858	23678
DB00858	1842793
DB00858	1846179
DB00858	23683
DB00859	7975
DB00859	1551661
DB00860	219356
DB00860	91650
DB00860	55062
DB00860	8638
DB00860	55063
DB00860	202760
DB00860	34376
DB00860	34372
DB00860	217898
DB00861	3393
DB00861	202486
DB00862	1309396
DB00862	356884
DB00862	306674
DB00862	307306
DB00863	9143
DB00863	203136
DB00863	55471
DB00864	235991
DB00864	42316
DB00865	142425
DB00865	1422
DB00865	19057
DB00866	81947
DB00866	597
DB00866	481
DB00867	3691
DB00867	105470
DB00867	9392
DB00867	11402
DB00868	18993
DB00869	236065
DB00869	60207
DB00870	10255
DB00870	219431
DB00871	203544
DB00871	151451
DB00871	10369
DB00871	10368
DB00871	203543
DB00872	1294548
DB00872	302285
DB00872	616622
DB00873	52177
DB00873	237027
DB00874	224942
DB00874	1826629
DB00874	5032
DB00874	216802
DB00874	219702
DB00875	235742
DB00875	4449
DB00875	4495
DB00875	25188
DB00875	196485
DB00876	236878
DB00876	83515
DB00877	35302
DB00878	216813
DB00878	1661072
DB00878	9475
DB00878	2358
DB00878	2359
DB00878	5322
DB00878	20791
DB00878	151552
DB00878	226264
DB00878	2361
DB00879	276237
DB00880	2396
DB00880	1853099
DB00880	91217
DB00880	1842508
DB00881	35208
DB00881	151292
DB00881	235759
DB00882	2596
DB00882	142431
DB00883	151187
DB00883	151185
DB00883	151183
DB00883	1836064
DB00883	1850462
DB00883	6058
DB00883	92439
DB00883	202681
DB00883	1848150
DB00884	60334
DB00884	55685
DB00884	1818506
DB00884	1356127
DB00884	73056
DB00884	1356128
DB00885	19551
DB00885	1852571
DB00885	261443
DB00885	259318
DB00886	190519
DB00887	151464
DB00887	203538
DB00887	1808
DB00888	6674
DB00888	155036
DB00889	763504
DB00889	47356
DB00889	26237
DB00889	1810485
DB00889	142149
DB00890	218950
DB00890	3368
DB00891	10188
DB00892	235398
DB00892	18889
DB00893	204240
DB00893	216515
DB00893	217091
DB00893	5992
DB00894	227748
DB00894	10378
DB00895	19079
DB00896	55681
DB00897	227423
DB00897	10767
DB00898	448
DB00898	455
DB00898	216449
DB00899	73032
DB00899	236540
DB00900	3364
DB00901	19499
DB00901	47187
DB00901	94354
DB00902	91121
DB00902	29648
DB00902	220168
DB00903	4109
DB00903	4108
DB00903	62349
DB00904	203148
DB00904	221035
DB00904	26225
DB00905	283810
DB00906	236875
DB00906	217243
DB00906	31914
DB00907	2653
DB00907	81985
DB00907	113413
DB00908	215894
DB00908	35220
DB00908	9069
DB00908	9068
DB00908	593881
DB00908	219559
DB00908	41875
DB00908	1817257
DB00908	320261
DB00908	1830375
DB00908	1836823
DB00908	385231
DB00909	39998
DB00910	221005
DB00910	73710
DB00911	151735
DB00911	10612
DB00912	1823100
DB00912	45966
DB00912	226914
DB00912	219335
DB00912	73044
DB00912	83661
DB00913	235413
DB00913	17933
DB00913	235414
DB00914	235288
DB00914	8129
DB00915	621
DB00915	620
DB00915	220136
DB00915	1818836
DB00915	6959
DB00915	11230
DB00915	282415
DB00916	219478
DB00916	226025
DB00916	381087
DB00916	152522
DB00916	82047
DB00916	6922
DB00916	226126
DB00916	152030
DB00917	1843628
DB00917	3478
DB00917	202794
DB00917	152247
DB00918	283792
DB00918	279645
DB00919	270
DB00919	10862
DB00919	1306069
DB00919	267342
DB00920	11404
DB00920	6146
DB00921	203841
DB00921	1797651
DB00921	1818
DB00921	1819
DB00922	73107
DB00922	1849270
DB00923	20486
DB00924	224954
DB00924	52101
DB00924	21949
DB00925	8149
DB00925	71512
DB00925	203778
DB00926	220195
DB00926	4182
DB00927	667133
DB00927	4278
DB00927	219154
DB00927	196458
DB00927	218524
DB00928	1251
DB00929	42331
DB00930	141626
DB00930	141625
DB00931	157728
DB00931	6812
DB00931	235554
DB00932	190548
DB00933	818784
DB00933	203186
DB00933	9670
DB00933	6779
DB00933	1843873
DB00934	6482
DB00934	6646
DB00934	203126
DB00935	881106
DB00935	7812
DB00935	106101
DB00935	218851
DB00935	215051
DB00935	216790
DB00936	9907
DB00936	235418
DB00936	9525
DB00936	216171
DB00936	215799
DB00936	968097
DB00936	92540
DB00937	81998
DB00937	468776
DB00937	1839029
DB00937	994062
DB00937	3389
DB00938	72616
DB00938	36117
DB00938	203159
DB00939	588003
DB00939	6677
DB00939	6678
DB00939	224916
DB00940	6821
DB00940	91163
DB00941	26826
DB00941	53017
DB00942	22037
DB00943	196461
DB00943	3363
DB00944	151868
DB00944	107771
DB00944	22482
DB00945	202558
DB00945	3547
DB00945	215568
DB00945	1191
DB00945	202544
DB00945	202547
DB00945	202546
DB00945	91101
DB00946	8150
DB00947	282357
DB00947	328150
DB00948	6927
DB00948	204181
DB00948	82048
DB00949	24812
DB00950	236474
DB00950	87636
DB00950	115290
DB00950	324026
DB00951	1591051
DB00951	204349
DB00951	6038
DB00952	141366
DB00952	236690
DB00953	88014
DB00953	237082
DB00954	83018
DB00954	23437
DB00955	7337
DB00955	203193
DB00955	203807
DB00956	221107
DB00956	5489
DB00956	142439
DB00957	630357
DB00957	31994
DB00958	152200
DB00958	40048
DB00959	62136
DB00959	155323
DB00959	202703
DB00959	202702
DB00959	1854042
DB00959	1838159
DB00959	203189
DB00959	1831606
DB00959	6902
DB00960	8332
DB00960	202978
DB00961	203185
DB00961	6759
DB00961	2021
DB00962	74667
DB00963	47364
DB00963	19737
DB00963	584229
DB00963	216767
DB00964	14845
DB00964	91350
DB00965	216999
DB00965	4125
DB00965	24479
DB00966	73494
DB00966	227779
DB00966	218353
DB00967	323342
DB00967	275635
DB00968	6876
DB00968	151318
DB00968	1545996
DB00968	1431610
DB00969	85247
DB00969	85248
DB00970	3100
DB00971	217358
DB00971	36345
DB00971	217498
DB00972	18603
DB00972	235824
DB00973	341248
DB00973	1827314
DB00973	353099
DB00973	356885
DB00974	3755
DB00974	405373
DB00974	1370600
DB00974	1310470
DB00974	3539
DB00974	1903
DB00974	216908
DB00975	1849581
DB00975	203559
DB00975	203015
DB00975	95059
DB00975	3521
DB00976	274786
DB00977	202621
DB00977	4124
DB00978	218250
DB00978	235762
DB00978	28872
DB00979	106029
DB00979	352831
DB00979	219151
DB00979	225521
DB00979	3001
DB00979	216303
DB00980	603159
DB00980	596205
DB00981	18047
DB00981	106047
DB00981	1849273
DB00981	400565
DB00981	8299
DB00981	33656
DB00982	6064
DB00982	405944
DB00982	404854
DB00982	202795
DB00983	998038
DB00983	25255
DB00983	236216
DB00984	49332
DB00984	7244
DB00984	31495
DB00985	3444
DB00985	1831894
DB00986	1822341
DB00986	1802920
DB00986	1546438
DB00987	3041
DB00987	151577
DB00987	227346
DB00988	3628
DB00988	217748
DB00988	82010
DB00988	3201
DB00989	994808
DB00989	183379
DB00990	258494
DB00991	1854480
DB00991	472252
DB00991	32613
DB00991	472251
DB00991	1822365
DB00991	157381
DB00991	1842326
DB00991	660767
DB00991	659212
DB00992	337068
DB00992	230227
DB00992	1300479
DB00992	814769
DB00993	1256
DB00993	202559
DB00993	267476
DB00994	218504
DB00994	7300
DB00994	7299
DB00994	152085
DB00994	133001
DB00994	218666
DB00995	1227
DB00996	25480
DB00996	196498
DB00997	202385
DB00997	42512
DB00997	142433
DB00997	3639
DB00998	322249
DB00998	228783
DB00999	5487
DB00999	203273
DB00999	203276
DB00999	218369
DB01000	1831876
DB01000	1822934
DB01000	1851087
DB01000	1819423
DB01000	1827006
DB01000	2968
DB01000	1834442
DB01000	1846588
DB01000	1846906
DB01000	1824581
DB01001	8887
DB01001	353091
DB01001	647295
DB01001	152333
DB01001	352394
DB01001	202908
DB01001	226190
DB01001	435
DB01001	142153
DB01002	259454
DB01002	261474
DB01002	259453
DB01003	2921
DB01003	42612
DB01003	216281
DB01003	225721
DB01003	151906
DB01004	220910
DB01004	203743
DB01004	82131
DB01004	4678
DB01005	151871
DB01005	5552
DB01006	72965
DB01007	71876
DB01007	38298
DB01007	220719
DB01008	1828
DB01008	1836609
DB01008	203010
DB01008	1817565
DB01008	1834081
DB01008	1852476
DB01008	1817363
DB01008	1845902
DB01008	1850871
DB01009	6142
DB01009	236786
DB01009	203057
DB01009	215012
DB01009	218956
DB01009	152174
DB01010	3752
DB01010	3754
DB01010	219645
DB01011	6923
DB01011	203002
DB01012	384379
DB01012	1830444
DB01012	407990
DB01013	405040
DB01013	216885
DB01013	21245
DB01013	226326
DB01014	18747
DB01014	153718
DB01014	153721
DB01015	227747
DB01015	10180
DB01016	203296
DB01016	203289
DB01016	4815
DB01016	225613
DB01017	151312
DB01017	6980
DB01017	220767
DB01017	6979
DB01018	203142
DB01018	40114
DB01018	227267
DB01019	19257
DB01019	216804
DB01019	47088
DB01020	202445
DB01020	151166
DB01020	28004
DB01020	151160
DB01020	202677
DB01021	10772
DB01021	218332
DB01021	216675
DB01021	227749
DB01022	1458226
DB01022	1033024
DB01022	11258
DB01022	1551674
DB01022	151942
DB01022	1551675
DB01022	8308
DB01023	4316
DB01024	7145
DB01024	408142
DB01024	265323
DB01025	320442
DB01025	46307
DB01026	202692
DB01026	647366
DB01026	606575
DB01026	6135
DB01026	728511
DB01026	1849999
DB01028	6857
DB01028	224935
DB01029	83818
DB01029	83817
DB01029	153668
DB01030	266573
DB01030	57308
DB01031	24474
DB01032	8698
DB01032	151419
DB01033	103
DB01033	601745
DB01033	1546028
DB01034	2269
DB01035	219421
DB01035	121068
DB01035	8700
DB01035	202378
DB01035	589802
DB01035	155056
DB01036	119565
DB01036	221174
DB01037	9639
DB01037	47695
DB01037	203137
DB01037	203578
DB01038	236006
DB01038	235409
DB01038	141799
DB01039	8703
DB01039	203330
DB01040	91094
DB01041	10432
DB01042	235857
DB01042	1832368
DB01042	6718
DB01043	236685
DB01043	6719
DB01044	1546025
DB01044	228476
DB01045	9384
DB01045	202954
DB01046	623033
DB01047	543481
DB01047	4462
DB01047	224946
DB01047	218014
DB01047	226023
DB01048	190521
DB01048	221052
DB01049	217345
DB01049	4024
DB01049	203176
DB01049	217593
DB01049	151870
DB01049	3419
DB01050	544434
DB01050	215865
DB01050	1429044
DB01050	352522
DB01050	5640
DB01050	217491
DB01050	151747
DB01050	36761
DB01050	202487
DB01050	1494759
DB01050	151686
DB01051	215076
DB01051	7538
DB01051	82057
DB01053	7980
DB01053	18878
DB01053	203133
DB01053	9900
DB01054	7441
DB01054	470212
DB01054	1851777
DB01054	470208
DB01054	1813987
DB01054	262368
DB01054	1850456
DB01055	6971
DB01056	142145
DB01056	42936
DB01056	42359
DB01057	89778
DB01057	33546
