stitch id flat 	 stitch id stereo 	 drugbank ids seperated with |
CID100160036	CID006918193	DB06796
CID100114753	CID000114753	DB00586
CID100077997	CID000077997	DB00953
CID100084003	CID000084003	DB00465
CID106918366	CID006918366	DB06717
CID100003370	CID000225609	DB00687
CID100029089	CID000029089	DB00878
CID100001875	CID000016923	DB00959
CID100008813	CID000008813	DB00738
CID100023703	CID005284555	DB04574
CID100042615	CID000050224	DB06719
CID100054331	CID000054331	DB00828
CID100002367	CID000009400	DB01234
CID100003263	CID000009403	DB00783
CID100011125	CID000011125	DB01356
CID100005409	CID000009416	DB00624
CID100047419	CID006321416	DB01112
CID100021800	CID000021800	DB00443
CID100005727	CID003007855	DB01593
CID100002085	CID000636374	DB00240
CID100003267	CID000013791	DB00783
CID100003642	CID000026133	DB00741
CID100003256	CID000443953	DB00199
CID100003680	CID000443967	DB00443
CID100012559	CID000012559	DB00199
CID100003641	CID000005744	DB00741
CID100054949	CID000054949	DB01157
CID100005832	CID000005832	DB00717
CID100004895	CID000005834	DB00860
CID100054808	CID000444025	DB00873
CID100002792	CID000071386	DB13158
CID100005877	CID000005877	DB00959
CID100003056	CID000071414	DB00223
CID100003911	CID000657180	DB00007
CID100071469	CID000071469	DB00199
CID146181941	CID070788982	DB06663
CID100002645	CID006526396	DB01416
CID100016533	CID000016533	DB00443
CID100005238	CID000071368	DB09293
CID100006436	CID000006436	DB00620
CID100042395	CID005282494	DB00741
CID100060183	CID000441313	DB00790
CID100444006	CID006437877	DB01066
CID100004240	CID000441336	DB00764
CID100060496	CID000060496	DB00381
CID100003388	CID000003388	DB00623
CID100056801	CID000056801	DB00938
CID100065157	CID000065157	DB00624
CID100132970	CID009821849	DB05812
CID100130881	CID000130881	DB00275
CID100033030	CID016052038	DB01190
CID100024393	CID000024393	DB01592
CID100003939	CID000003939	DB01356
CID100002712	CID000002712	DB00475
CID100002367	CID000065478	DB00443
CID100164521	CID000164521	DB04890
