unii 	 drugbank_id 
5E1O433QAI	DB00587
O2GMZ0LF5W	DB00588
E0QN3D755O	DB00589
UV1635N8XW	DB00589
NW1291F1W8	DB00590
86P6PQK0MU	DB00590
0CD5FD6S2M	DB00591
1RTM4PAL0V	DB00592
V7P5P122LB	DB00592
63KP7FXF2I	DB00592
P3M07B8U64	DB00592
5O5QWX2S2D	DB00592
17VU4Z4W88	DB00592
7N36JHA4P6	DB00592
8TIF7T48FP	DB00592
C8493J9B36	DB00592
5SEH9X1D1D	DB00593
7DZO8EB0Z3	DB00594
7M458Q65S3	DB00594
FZJ37245UC	DB00594
SLF0D9077S	DB00595
C8MRZ07FDV	DB00595
X20I9EN955	DB00595
4U7K4N52ZM	DB00595
M90SJ24J2X	DB00595
9P6159HM7T	DB00596
91A0K1TY3Z	DB00596
0199MV609F	DB00597
R5H8897N95	DB00598
1GEV3BAW9J	DB00598
JI8Z5M7NA3	DB00599
49Y44QZL70	DB00599
9L2KA76MG5	DB00600
ISQ9I6J12J	DB00601
8883YP2R6D	DB00602
C2QI4IOI2G	DB00603
UVL329170W	DB00604
VZV0A4I38W	DB00604
184SNS8VUH	DB00605
NJV14I2XPC	DB00605
P71U09G5BW	DB00606
4CNZ27M7RV	DB00607
SY07234TTS	DB00607
886U3H6UFF	DB00608
NT0J0815S5	DB00608
6E17K3343P	DB00608
OE48649K6N	DB00608
OAY8ORS3CQ	DB00609
818U2PZ2EH	DB00610
ZC4202M9P3	DB00610
QV897JC36D	DB00611
2L7I72RUHN	DB00611
Y41JS2NL6U	DB00612
UR59KN573L	DB00612
220236ED28	DB00613
K6PW2S574L	DB00613
HOE64181MP	DB00613
5J9CPU3RE0	DB00614
1W306TDA6S	DB00615
ACP75508EE	DB00616
Z615FRW64N	DB00617
5R5W9ICI6O	DB00618
29O079NTYT	DB00618
BKJ8M8G5HI	DB00619
8A1O1M485B	DB00619
1ZK20VI6TY	DB00620
F446C597KA	DB00620
A73MM2Q32P	DB00620
I7GT1U99Y9	DB00620
7H6TM3CT4L	DB00621
CZ5312222S	DB00622
K5BC5011K3	DB00622
S79426A41Z	DB00623
FMU62K1L3C	DB00623
ZOU145W1XL	DB00623
QSB34YF0W9	DB00623
3XMK78S47O	DB00624
M0XW1UBI14	DB00624
7Z6522T8N9	DB00624
H16A5VCT9C	DB00624
JE6H2O27P8	DB00625
DDA3RRX0P7	DB00626
JGV6OJ52FT	DB00626
89Y4M234ES	DB00626
2679MF687A	DB00627
D51WO0G0L4	DB00628
63FN7G03XY	DB00628
GGD30112WC	DB00629
443O19GK1A	DB00629
X1J18R4W8P	DB00630
3JTA994BVH	DB00630
2UY4M2U3RA	DB00630
4988K7X26P	DB00630
762RDY0Y2H	DB00631
9G1OE216XY	DB00632
67VB76HONO	DB00633
1018WH7F9I	DB00633
4965G3J0F5	DB00634
4NRT660KJQ	DB00634
VB0R961HZT	DB00635
OU93QEL83U	DB00635
HPN91K7FU3	DB00636
7HU6337315	DB00637
JOS53KRJ01	DB00638
0Q771797PH	DB00639
4805237NP5	DB00639
K72T3FS567	DB00640
AGG2FN16EV	DB00641
171OXS3HEK	DB00641
2L6JSY5YGL	DB00641
04Q9AIZ7NO	DB00642
2PKU919BA9	DB00642
F4GSH45R4C	DB00642
9T47E4OM16	DB00642
81G6I5V05I	DB00643
9O7312W37G	DB00644
2RG1XQ1NYJ	DB00644
L8CRY8PWF2	DB00644
3PFC574ITA	DB00644
078A24Q30O	DB00645
ZEC193879Q	DB00645
BDF1O1C72E	DB00646
S2F83W92TK	DB00647
CB2TL9PS0T	DB00647
78E4J5IB5J	DB00648
BO9LE4QFZF	DB00649
Q573I9DVLP	DB00650
RPR1R4C0P4	DB00650
R3W57OBQ5W	DB00650
4MXU9LJS4Q	DB00650
263T0E9RR9	DB00651
RP4A60D26L	DB00652
A36BXO4PPX	DB00652
1P2XIB510O	DB00652
ML30MJ2U7I	DB00653
SK47B8698T	DB00653
6Z5B6HVF6O	DB00654
2DI9HA706A	DB00655
YBK48BXK30	DB00656
6E8ZO8LRNM	DB00656
6EE945D3OK	DB00657
4956DJR58O	DB00657
941N5DUU5C	DB00658
9YCX42I8IU	DB00658
GLS2PGI8QG	DB00658
N4K14YGM3J	DB00659
59375N1D0U	DB00659
1NMA9J598Y	DB00660
CJ0O37KU29	DB00661
V3888OEY5R	DB00661
W2X096QY97	DB00662
WDQ5P1SX7Q	DB00662
LR3CD8SX89	DB00663
0DV09X6F21	DB00663
T6BL4ZC15G	DB00664
51G6I8B902	DB00665
1X0094V6JV	DB00666
8ENZ0QJW4H	DB00666
YKH834O4BH	DB00668
M1NJX34RVJ	DB00668
30Q7KI53AK	DB00668
WBB047OO38	DB00668
J8BDZ68989	DB00669
3G0285N20N	DB00670
10YM403FLS	DB00670
XZ7BG04GJX	DB00671
97I1C92E55	DB00671
WTM2C3IL2X	DB00672
1NF15YR6UY	DB00673
0D3Q044KCA	DB00674
MJ4PTD2VVW	DB00674
094ZI81Y45	DB00675
7FRV7310N6	DB00675
N863NB338G	DB00676
12UHW9R67N	DB00677
JMS50MPO89	DB00678
3ST302B24A	DB00678
N3D6TG58NI	DB00679
4WCI67NK8M	DB00679
2GT1D0TMX1	DB00680
71OK3Z1ESP	DB00680
7XU7A7DROE	DB00681
774X4698X3	DB00681
L26BTK4791	DB00681
5Q7ZVV76EI	DB00682
I47IU4FOCO	DB00682
6153CWM0CL	DB00682
R60L0SM5BC	DB00683
W7TTW573JJ	DB00683
77520S18SE	DB00683
VZ8RRZ51VK	DB00684
01IX3OU168	DB00684
HJT0RXD7JK	DB00684
9F388J00UK	DB00685
546454T03O	DB00685
0P1LKO80WN	DB00685
F59P8B75R4	DB00686
914032762Y	DB00686
U0476M545B	DB00687
V47IF0PVH4	DB00687
9242ECW6R0	DB00688
UXH81S8ZVB	DB00688
HD2D469W6U	DB00689
NE7R11LA95	DB00689
KR2KCF5IBM	DB00689
IHP475989U	DB00690
7C4JH842IJ	DB00690
WT87C52TJZ	DB00691
Q1UMG3UH45	DB00691
Y7543E5K9T	DB00692
TPY09G7XIR	DB00693
93X55PE38X	DB00693
ZS7284E0ZP	DB00694
5L84T2Z6NP	DB00694
UD984I04LZ	DB00694
7LXU5N7ZO5	DB00695
PR834Q503T	DB00696
MRU5XH3B48	DB00696
6AI06C00GW	DB00697
B53E3NMY5C	DB00697
927AH8112L	DB00698
E1QI2CQQ1I	DB00698
MAL9M0T5LV	DB00698
JCV8365FWN	DB00699
6995V82D0B	DB00700
5S0W860XNR	DB00701
2NX48Z0A9G	DB00702
W733B0S9SD	DB00703
5S6W795CQM	DB00704
Z6375YW9SF	DB00704
DOL5F9JD3E	DB00705
421105KRQE	DB00705
G3P28OML5I	DB00706
11SV1951MR	DB00706
M15H03K69B	DB00707
AFE2YW0IIZ	DB00708
S9ZFX8403R	DB00708
2T8Q726O95	DB00709
UMD7G2653W	DB00710
J12U072QL0	DB00710
V867Q8X3ZD	DB00711
OS1Z389K8S	DB00711
5GRO578KLP	DB00712
Z5B97MU9K4	DB00712
UH95VD7V76	DB00713
4TWD2995UP	DB00713
G0V6C994Q5	DB00713
N21FAR7B4S	DB00714
F39049Y068	DB00714
41VRH5220H	DB00715
3I3T11UD2S	DB00715
X2ELS050D8	DB00715
M711N184JE	DB00715
0B535E0BN0	DB00716
ET8IF4KS1T	DB00716
T18F433X4S	DB00717
9S44LIC7OJ	DB00717
U6Q8Z01514	DB00718
94Z39NID6C	DB00719
F3Q391WTX7	DB00719
0813BZ6866	DB00720
N030400H8J	DB00720
4Z8Y51M438	DB00721
95URV01IDQ	DB00721
T824SI1PU1	DB00721
A18LHT9ZXJ	DB00721
7Q3P4BS2FD	DB00722
E7199S1YWR	DB00722
HUQ1KC1YLI	DB00723
8MB4MJ9R7L	DB00723
P1QW714R7M	DB00724
P97OGJ7L1L	DB00725
6S082C9NDT	DB00726
269K6498LD	DB00726
G59M7S0WS3	DB00727
WRE554RFEZ	DB00728
I65MW4OFHZ	DB00728
W2ZG23MGYI	DB00729
N1Q45E87DT	DB00730
41X3PWK4O2	DB00731
40AX66P76P	DB00732
P7MU9UTP52	DB00733
38X7XS076H	DB00733
L6UH7ZF8HC	DB00734
4FB1TON47A	DB00735
25UR9N9041	DB00735
N3PA6559FT	DB00736
925R0D7W1O	DB00736
36H71644EQ	DB00736
R6DXU4WAY9	DB00736
L2C9GWQ43H	DB00736
SCC2RK476A	DB00736
C5N25H3803	DB00736
3L5TQ84570	DB00737
HDP7W44CIO	DB00737
673LC5J4LQ	DB00738
B0WU872RIR	DB00738
V2P3K60DA2	DB00738
863QBB4D0A	DB00738
TN4JSC48CV	DB00739
95PFX5932Y	DB00739
7LJ087RS6F	DB00740
WI4X0X7BPJ	DB00741
2340UP1L2G	DB00741
3X7931PO74	DB00741
05RMF7YPWN	DB00741
4XDY25L70B	DB00741
2Y87E22X71	DB00741
O6550D6K3A	DB00741
0388G963HY	DB00741
50LQB69S1Z	DB00741
68717P8FUZ	DB00741
3OWL53L36A	DB00742
15G12L5X8K	DB00743
3Q6PPC19PO	DB00743
V1L22WVE2S	DB00744
R3UK8X3U3D	DB00745
J06Y7MXW4D	DB00746
G9VYJ96FOJ	DB00746
V9TKO7EO6K	DB00746
451IFR0GXB	DB00747
982A7M02H5	DB00748
02O55696WH	DB00748
2M36281008	DB00749
046O35D44R	DB00750
MJW015BAPH	DB00750
Q13WX941EF	DB00751
GFM415S5XL	DB00751
3E3V44J4Z9	DB00752
7ZAT6ES870	DB00752
CYS9AKD70P	DB00753
46QG38NC4U	DB00754
5688UTC01R	DB00755
IWW5FV6NK2	DB00756
82WI2L7Q6E	DB00757
U3C8E5BWKR	DB00757
A74586SNO7	DB00758
08I79HTP27	DB00758
F8VB5M810T	DB00759
P6R62377KV	DB00759
NZ662XY5PP	DB00759
FV9J3JU8B1	DB00760
660YQ98I10	DB00761
7673326042	DB00762
06X131E4OE	DB00762
042LAQ1IIS	DB00762
554Z48XN5E	DB00763
8HR4QJ6DW8	DB00764
04201GDN4R	DB00764
MTW0WEG809	DB00764
DOQ0J0TPF7	DB00765
23521W1S24	DB00766
Q42OMW3AT8	DB00766
0475EA27Q3	DB00767
3221WFM86J	DB00767
D27V6190PM	DB00768
2XG66W44KF	DB00768
Y3N00BK5WK	DB00769
9QM8U7R83W	DB00769
F5TD010360	DB00770
BO76JF850N	DB00771
91ZQW5JF1Z	DB00771
U5N7SU872W	DB00772
6PLQ3CP4P3	DB00773
528XYJ8L1N	DB00773
501CFL162R	DB00774
GGX234SI5H	DB00775
6H925F8O5J	DB00775
VZI5B1W380	DB00776
242Z0PM79Y	DB00777
70BO17YR03	DB00777
21KOF230FA	DB00778
3B91HWA56M	DB00779
O408N561GF	DB00780
2681D7P965	DB00780
J2VZ07J96K	DB00781
1306V2B0Q8	DB00782
UX9Z118X9F	DB00782
4TI98Z838E	DB00783
5R97F5H93P	DB00783
1S4CJB5ZGN	DB00783
7E1DV054LO	DB00783
CXY7B3Q98Z	DB00783
OKG364O896	DB00783
367589PJ2C	DB00784
QVO4N8484O	DB00785
D5EQV23TDS	DB00786
X4HES1O11F	DB00787
927L42J563	DB00787
57Y76R9ATQ	DB00788
9TN87S3A3C	DB00788
RH248G8V27	DB00789
Y5GMK36KGY	DB00790
TFT5IM1KGB	DB00790
1964X464OJ	DB00790
W7KQ46GJ8U	DB00791
3C5ORO99TY	DB00792
30OC46A3J9	DB00792
FWV8GJ56ZN	DB00792
AIU7053OWL	DB00793
13AFD7670Q	DB00794
3XC8GUZ6CB	DB00795
S8Q36MD2XX	DB00796
CHH9H12AQ3	DB00797
E669Z6S1JG	DB00797
T6Z9V48IKG	DB00798
8X7386QRLV	DB00798
81BDR9Y8PS	DB00799
INU8H2KAWG	DB00800
HA3R0MY016	DB00800
320YC168LF	DB00801
1N74HM2BS7	DB00802
11S92G0TIW	DB00802
Z67X93HJG1	DB00803
WP15DXU577	DB00803
4KV4X8IF6V	DB00804
CQ903KQA31	DB00804
00U7GX0NLM	DB00805
82Y7NT6DFT	DB00805
SD6QCT3TSU	DB00806
B4OB0JHI1X	DB00807
U96OL57GOY	DB00807
F089I0511L	DB00808
N0A3Z5XTC6	DB00809
0FRP6G56LD	DB00810
K35N76CUHF	DB00810
09TD6C5147	DB00810
49717AWG6K	DB00811
O9FVV27P11	DB00811
GN5P7K3T8S	DB00812
UF599785JZ	DB00813
MUN5LYG46H	DB00813
59H156XY46	DB00813
VG2QF83CGL	DB00814
368GB5141J	DB00815
53QOG569E0	DB00816
GJ20H50YF0	DB00816
3Y1OT3J4NW	DB00817
YI7VU623SF	DB00818
O3FX965V0I	DB00819
429ZT169UH	DB00819
742SXX0ICT	DB00820
FFL0D546HO	DB00821
TR3MLJ1UAI	DB00822
62H10A1236	DB00823
DT7DT5E518	DB00824
BZ1R15MTK7	DB00825
8O0C852CPO	DB00826
LMK22VUH23	DB00827
2N81MY12TE	DB00828
T330QG2NYS	DB00828
97MMO19FNO	DB00828
7FXW6U30GY	DB00828
Q3JTX2Q7TU	DB00829
6JD21U639H	DB00829
XA501VL3VR	DB00830
6U85YRT588	DB00830
214IZI85K3	DB00831
6P1Y2SNF5V	DB00831
6WVL9C355G	DB00832
3Z6FS3IK0K	DB00833
69K7K19H4L	DB00833
320T6RNW1F	DB00834
H57G17P2FN	DB00835
IXA7C9ZN03	DB00835
6X9OC3H4II	DB00836
77TI35393C	DB00836
NG66S4H2RL	DB00836
38C836J57Z	DB00837
N8ZUB7XE0H	DB00838
85061HTR8T	DB00838
871M9PSU7T	DB00838
QBL8IZH14X	DB00838
9LT1BRO48Q	DB00839
RFW2ET671P	DB00840
3S12J47372	DB00841
5D1IB9AI6J	DB00841
0WR771DJXV	DB00841
6GOW6DWN2A	DB00842
611V4315UA	DB00842
8SSC91326P	DB00843
3O2T2PJ89D	DB00843
L2T84IQI2K	DB00844
ZU4275277R	DB00844
D959AE5USF	DB00845
8EUL29XUQT	DB00846
0P9257GI1B	DB00846
5UX2SD1KE2	DB00847
QO84GZ3TST	DB00847
IF1B771SVB	DB00847
2880D3468G	DB00848
DL9055K809	DB00848
FIG89N8AZY	DB00848
5NC67NU76B	DB00849
FTA7XXY4EZ	DB00850
Z6RS3DKN8J	DB00850
7GR28W0FJI	DB00851
7CUC9DDI9F	DB00852
6V9V2RYJ8N	DB00852
Y9DL7QPE6B	DB00852
YF1K15M17Y	DB00853
27618J1N2X	DB00854
04WQU6T9QI	DB00854
88755TAZ87	DB00855
V35KBM8JGR	DB00855
I670DAL4SZ	DB00856
57U5YI11WP	DB00856
G7RIW8S0XP	DB00857
012C11ZU6G	DB00857
7DR7H00HDT	DB00858
X20UZ57G4O	DB00858
GNN1DV99GX	DB00859
9PHQ9Y1OLM	DB00860
752SY38R6C	DB00860
8B2807733D	DB00860
IV021NXA9J	DB00860
8223RR9DWF	DB00860
1V7A1U282K	DB00860
7C546U4DEN	DB00861
UCE6F4125H	DB00862
5M8S2CU0TS	DB00862
884KT10YB7	DB00863
7AJ51I17KG	DB00863
BK76465IHM	DB00863
Y5L2157C4J	DB00864
WM0HAQ4WNM	DB00864
0M3S43XK27	DB00865
43DWT87QT7	DB00865
877K5MQ27W	DB00866
2502C2OIRK	DB00866
I0Q6O6740J	DB00867
ESJ56Q60GC	DB00867
5P4DHS6ENR	DB00868
9JDX055TW1	DB00869
QZO5366EW7	DB00869
988GU2F9PE	DB00870
N8ONU3L3PG	DB00871
576PU70Y8E	DB00871
0NJ98Y462X	DB00872
75L57R6X36	DB00872
Z8CBU6KR16	DB00873
YEH1EZ96K6	DB00873
495W7451VQ	DB00874
FA0UYH6QUO	DB00875
3B2FE28C1W	DB00875
96L0Z069N1	DB00875
2KH13Z0S0Y	DB00876
8N2L1NX8S3	DB00876
W36ZG6FT64	DB00877
R4KO0DY52L	DB00878
5908ZUF22Y	DB00878
MOR84MUD8E	DB00878
E64XL9U38K	DB00878
G70B4ETF4S	DB00879
77W477J15H	DB00880
SN86FG7N2K	DB00880
RJ84Y44811	DB00881
33067B3N2M	DB00881
1HRS458QU2	DB00882
1B8447E7YI	DB00882
IA7306519N	DB00883
KM2Z91756Z	DB00884
OFG5EXG60L	DB00884
HU2YAQ274O	DB00884
F67L43UT5C	DB00884
2C09NV773M	DB00885
497A17OUUE	DB00885
36NLI90E7T	DB00886
0Y2S3XUQ5H	DB00887
50D9XSG0VR	DB00888
L0MR697HHI	DB00888
WZG3J2MCOL	DB00889
318F6L70J8	DB00889
RRW32X4U1F	DB00890
D20D148WPQ	DB00890
Y5V2N1KE8U	DB00891
AXQ0JYM303	DB00892
0VE4U49K15	DB00892
95HR524N2M	DB00893
6J9BLA949Q	DB00894
76479814OY	DB00895
O7M2E4264D	DB00896
1HM943223R	DB00897
3K9958V90M	DB00898
P10582JYYK	DB00899
5V444H5WIC	DB00899
K3GDH6OH08	DB00900
4E53T3611U	DB00901
4Q13LY9Z8X	DB00902
T0GSO02UEZ	DB00902
M5DP350VZV	DB00903
K41MYV7MPM	DB00903
4AF302ESOS	DB00904
2999F27MAD	DB00904
NMH84OZK2B	DB00904
QXS94885MZ	DB00905
Z80I64HMNP	DB00906
DQH6T6D8OY	DB00906
I5Y540LHVR	DB00907
XH8T8T6WZH	DB00907
ITX08688JL	DB00908
R6875N380F	DB00908
S4P5V5597B	DB00908
H0C54E9D68	DB00908
J13S2394HE	DB00908
459384H98V	DB00909
6702D36OG5	DB00910
033KF7V46H	DB00911
668Z8C33LU	DB00912
71Q1A3O279	DB00913
915Q054DLC	DB00913
3584484N8V	DB00913
DD5K7529CE	DB00914
91XC93EU03	DB00914
BF4C9Z1J53	DB00915
M6Q1EO9TD0	DB00915
9921T5P019	DB00915
140QMO216E	DB00916
76JC1633UF	DB00916
K7Q1JQR04M	DB00917
1O4XL5SN61	DB00918
PJP312605E	DB00918
93AKI1U6QF	DB00919
HWT06H303Z	DB00919
BZ0H4TLF9X	DB00919
YS91P54918	DB00919
X49220T18G	DB00920
HBD503WORO	DB00920
40D3SCR4GZ	DB00921
56W8MW3EN1	DB00921
C6T4514L4E	DB00922
8M1YF8951V	DB00923
69O5WQQ5TI	DB00924
0VE05JYS2P	DB00924
0TTZ664R7Z	DB00925
X1IEG24OHL	DB00925
65M2UDR9AG	DB00926
5QZO15J2Z8	DB00927
M801H13NRU	DB00928
0E43V0BB57	DB00929
1XU104G55N	DB00930
P4SG24WI5Q	DB00930
IR235I7C5P	DB00931
9GJ0N7ZAP0	DB00931
ZZT404XD09	DB00932
9BAN2XG1ZW	DB00932
5XE4NWM740	DB00933
T4G2I958J2	DB00933
2U1W68TROF	DB00934
7C8J54PVFI	DB00934
8VLN5B44ZY	DB00935
K89MJ0S5VY	DB00935
O414PZ4LPZ	DB00936
K91YT16P5M	DB00936
WIQ1H85SYP	DB00936
Q94YYU22B8	DB00937
19V2PL39NG	DB00937
2I4BC502BT	DB00938
6EW8Q962A5	DB00938
48I5LU4ZWD	DB00939
94NJ818U2W	DB00939
36EI79TX7I	DB00940
090519SAPF	DB00940
55W5L6G81R	DB00941
B64NJG83K2	DB00941
543567RFQQ	DB00942
9RB4L4K895	DB00942
6L3XT8CB3I	DB00943
ILP8XJ8R5K	DB00944
61D5V4OKTP	DB00944
R16CO5Y76E	DB00945
Q08SIO485D	DB00946
22X328QOC4	DB00947
OH2O403D1G	DB00948
RX227TP94U	DB00948
3CWW8B5904	DB00948
X72RBB02N8	DB00949
E6582LOH6V	DB00950
2S068B75ZU	DB00950
V83O1VOZ8L	DB00951
QX3KXL1ZA2	DB00952
10X8X4P12Z	DB00952
51086HBW8G	DB00953
WR978S7QHH	DB00953
1801D76STL	DB00954
4O5J85GJJB	DB00955
S741ZJS97U	DB00955
6YKS4Y3WQ7	DB00956
NO70W886KK	DB00956
QKZ0920OV3	DB00956
C291HFX4DY	DB00957
BG3F62OND5	DB00958
X4W7ZR7023	DB00959
ET54W9J4U2	DB00959
43502P7F0P	DB00959
LEC9GKY20K	DB00959
BJ4HF6IU1D	DB00960
B6E06QE59J	DB00961
4VFX2L7EM5	DB00961
S62U433RMH	DB00962
864P0921DW	DB00963
8ECV571Y37	DB00963
843CEN85DI	DB00964
D2VW67N38H	DB00964
KZW0R0686Q	DB00965
U5SYW473RQ	DB00966
FVF865388R	DB00967
M4R0H12F6M	DB00968
7PX435DN5A	DB00968
56LH93261Y	DB00968
13Z9HTH115	DB00969
2F5R1A46YW	DB00969
1CC1JFE158	DB00970
Z69D9E381Q	DB00971
ZQI909440X	DB00972
0L591QR10I	DB00972
EOR26LQQ24	DB00973
9G34HU7RV0	DB00974
7FLD91C86K	DB00974
8U5D034955	DB00974
6V475AX06U	DB00974
8NLQ36F6MM	DB00974
64ALC7F90C	DB00975
KI8H7H19WL	DB00976
423D2T571U	DB00977
L6BR2WJD8V	DB00978
9VC7S3ZXXB	DB00978
I76F4SHP7J	DB00979
736I6971TE	DB00979
901AS54I69	DB00980
9U1VM840SP	DB00981
2046ZRO9VU	DB00981
G63V2J2N71	DB00981
EH28UP18IF	DB00982
5ZZ84GCW8B	DB00983
W34SHF8J2K	DB00983
KF7Z9K2T3W	DB00984
JB937PER5C	DB00985
A14FB57V1D	DB00986
V92SO9WP2I	DB00986
04079A1RDZ	DB00987
33K3DB6591	DB00987
VTD58H1Z2X	DB00988
7L3E358N9L	DB00988
PKI06M3IW0	DB00989
9IY2357JPE	DB00989
NY22HMQ4BX	DB00990
MHJ80W9LRB	DB00991
ML56O2Z92I	DB00991
585NM85KYM	DB00992
7S73606O1A	DB00992
MRK240IY2L	DB00993
AM94R510MS	DB00993
I16QD7X297	DB00994
3I9J454G9F	DB00994
88L7V8H11U	DB00994
3H04W2810V	DB00995
6CW7F3G59X	DB00996
80168379AG	DB00997
AJQ2ZNG2WL	DB00997
82F2G7BL4E	DB00997
H82Q2D5WA7	DB00998
36K05YF32G	DB00998
D28J6W18HY	DB00998
0J48LPH2TH	DB00999
72ZJ154X86	DB01000
QF8SVZ843E	DB01001
021SEF3731	DB01001
ADS4I3E22M	DB01001
A5H73K9U3W	DB01002
J998RDZ51I	DB01002
Y0TK0FS77W	DB01003
Q2WXR1I0PK	DB01003
P9G3CKZ4P5	DB01004
02L083W284	DB01004
X6Q56QN5QC	DB01005
7LKK855W8I	DB01006
S57Y5X1117	DB01007
T1QKM21KYB	DB01007
G1LN9045DK	DB01008
90Y4QC304K	DB01009
5R10M39KS7	DB01009
70FP3JLY7N	DB01010
QO611KSM5P	DB01010
ZS9KD92H6V	DB01011
UAZ6V7728S	DB01012
1K860WSG25	DB01012
779619577M	DB01013
P80AL8J7ZP	DB01014
1XL6BJI034	DB01014
JE42381TNV	DB01015
SX6K58TVWC	DB01016
FYY3R43WGO	DB01017
0020414E5U	DB01017
30OMY4G3MK	DB01018
PML56A160O	DB01018
004F72P8F4	DB01019
H4QBZ2LO84	DB01019
LX1OH63030	DB01020
Q58C92TUN0	DB01021
S5Z3U87QHF	DB01022
OL961R6O2C	DB01023
HU9DX48N0T	DB01024
WX877SQI1G	DB01024
BRL1C2459K	DB01025
R9400W927I	DB01026
30905R8O7B	DB01028
J0E2756Z7N	DB01029
7M7YKX2N15	DB01030
956S425ZCY	DB01030
IAN371PP48	DB01031
PO572Z7917	DB01032
PKK6MUZ20G	DB01033
E7WED276I5	DB01033
MF286Y830Q	DB01034
L39WTC366D	DB01035
SI4064O0LX	DB01035
WHE7A56U7K	DB01036
5T619TQR3R	DB01036
2K1V7GP655	DB01037
6W731X367Q	DB01037
CLY16Y8Z7E	DB01038
0HX1Z0A2MC	DB01038
U202363UOS	DB01039
0163PVD2QZ	DB01040
4Z8R6ORS6L	DB01041
Q41OR9510P	DB01042
1VXP4V453T	DB01042
W8O17SJF3T	DB01043
JY0WD0UA60	DB01043
81485Y3A9A	DB01044
L4618BD7KJ	DB01044
VJT6J7R4TR	DB01045
GPE7477YEK	DB01045
7662KG2R6K	DB01046
2W4A77YPAN	DB01047
WR2TIP26VS	DB01048
J220T4J9Q2	DB01048
X3S33EX3KW	DB01049
WK2XYI10QM	DB01050
D0YGZ1VO1B	DB01050
N01ORX9D6S	DB01050
48304089JJ	DB01050
RM1CE97Z4N	DB01050
17EC19951N	DB01051
Q9S9NQ5YIY	DB01051
Q42T66VG0C	DB01053
O3S7RWT8R5	DB01053
VL775ZTH4C	DB01053
YS5LY7JF4N	DB01053
9B627AW319	DB01054
Z46B1LUI5N	DB01055
27DXO59SAN	DB01056
2K7I38CKN5	DB01056
0F350BVT6S	DB01057
BA9QH3P00T	DB01057
6490C9U457	DB01058
N0F8P22L1P	DB01059
9EM05410Q9	DB01060
544Y3D6MYH	DB01060
804826J2HU	DB01060
HUM6H389W0	DB01061
DWV1EFW947	DB01061
K9P6MC7092	DB01062
L9F3D9RENQ	DB01062
8620H6K4QH	DB01063
3P5HNU5JTC	DB01063
L628TT009W	DB01064
DIA2A74855	DB01064
925FX3X776	DB01064
JL5DK93RCL	DB01065
81QS09V3YW	DB01066
78THA212DH	DB01066
X7WDT95N5C	DB01067
5PE9FDE8GB	DB01068
FF28EJQ494	DB01069
R61ZEH7I1I	DB01069
R5LM3H112R	DB01070
Y463242LY2	DB01071
QZU4H47A3S	DB01072
4MT4VIE29P	DB01072
P2K93U8740	DB01073
1X9VK9O1SC	DB01073
K7V8Y90G0H	DB01074
8GTS82S83M	DB01075
4OD433S209	DB01075
TC2D6JAD40	DB01075
UJO67AO8YI	DB01075
707L3YC54L	DB01075
A0JWA85V8F	DB01076
C0GEJ5QCSO	DB01076
48A5M73Z4Q	DB01076
M2F465ROXU	DB01077
M16PXG993G	DB01077
YGY317RK75	DB01078
458VC51857	DB01079
E5XNT3RF5A	DB01079
GR120KRT6K	DB01080
73312P173G	DB01081
W24OD7YW48	DB01081
Y45QSO73OB	DB01082
CW25IKJ202	DB01082
95M8R751W8	DB01083
9J1H7Y9OJV	DB01084
42MB94QOSM	DB01084
01MI4Q9DI3	DB01085
0WW6D218XJ	DB01085
M20T465H6J	DB01085
U3RSY48JW5	DB01086
OG625Z9LEO	DB01086
MVR3634GX1	DB01087
H0982HF78B	DB01087
JED5K35YGL	DB01088
9016E3VB47	DB01089
6LPC48045D	DB01089
ULL76WPU5X	DB01090
953357GACY	DB01090
91Y494NL0X	DB01091
R8XA2029ZI	DB01091
5ACL011P69	DB01092
YOW8V9698H	DB01093
Q9Q3D557F1	DB01094
4L066368AS	DB01095
PYF7O1FV7F	DB01095
0O977R722D	DB01096
G162GK9U4W	DB01097
413KH5ZJ73	DB01098
83MVU38M7Q	DB01098
70VE4E19Z7	DB01098
D83282DT06	DB01099
1HIZ4DL86F	DB01100
6804DJ8Z9U	DB01101
B07L15YAEV	DB01102
K0NF2CPJ7F	DB01102
H0C805XYDE	DB01103
81A613ZZ6X	DB01103
G6242H2NAA	DB01103
QUC7NX6WMB	DB01104
UTI8907Y6X	DB01104
WV5EC51866	DB01105
OGM0YHD1WF	DB01105
H68BP06S81	DB01106
124XMA6YEI	DB01106
CUT48I42ON	DB01107
L0FPV48Q5R	DB01108
T2410KM04A	DB01109
M4F288ZCTR	DB01109
ZZ45AB24CA	DB01109
7NNO0D7S5M	DB01110
VW4H1CYW1K	DB01110
DL2R53P963	DB01111
XW0E5YS77G	DB01111
O1R9FJ93ED	DB01112
Z49QDT0J8Z	DB01112
R8A7M9MY61	DB01112
DAA13NKG2Q	DB01113
3RX65N0VN7	DB01113
23473EC6BQ	DB01113
7A476JZB2T	DB01113
3U6IO1965U	DB01114
79YPK3BAIT	DB01114
5S6VUP419V	DB01114
V1Q0O9OJ9Z	DB01114
72JT935YTT	DB01114
I9ZF7L6G2L	DB01115
6G8X656T45	DB01116
8W556014K9	DB01116
Y883P1Z2LT	DB01117
