flat_chemical_id	stereo_chemical_id	source_cid	inchikey
CIDm00004895	CIDs00005834	5834	LRJOMUJRLNCICJ-JZYPGELDSA-N
CIDm00006436	CIDs58362755	58362755	YNDXUCZADRHECN-JNOABGEPSA-N
CIDm00002308	CIDs58363201	58363201	NBMKJKDGKREAPL-OBVOJRQPSA-N
CIDm00002547	CIDs05841036	5841036	JNIIDKODPGHQSS-OQLLNIDSSA-N
CIDm00000961	CIDs00139859	58422532	XLYOFNOQVPJJNP-DYCDLGHISA-M
CIDm00003939	CIDs58433762	58433762	WMFOQBRAJBCJND-MNYXATJNSA-M
CIDm11949646	CIDs58452234	58452234	OBWASQILIWPZMG-WLNBBENOSA-N
CIDm11501341	CIDs58454691	58454691	NCWZOASIUQVOFA-OWPSIYNZSA-N
CIDm00005877	CIDs00584547	584547	PLBHSZGDDKCEHR-UHFFFAOYSA-N
CIDm00039524	CIDs58478941	58478941	IBLNKMRFIPWSOY-WKLQHWNKSA-N
CIDm00039524	CIDs58478942	58478942	IBLNKMRFIPWSOY-KZYIMLSPSA-N
CIDm00039524	CIDs58478944	58478944	IBLNKMRFIPWSOY-VYWBXZHQSA-N
CIDm00039524	CIDs58478945	58478945	IBLNKMRFIPWSOY-USJNGNTBSA-N
CIDm00039524	CIDs58478946	58478946	IBLNKMRFIPWSOY-WEKDUIECSA-N
CIDm00039524	CIDs58478947	58478947	IBLNKMRFIPWSOY-NAEZDGKGSA-N
CIDm00039524	CIDs58478948	58478948	IBLNKMRFIPWSOY-VQLUVBRJSA-N
CIDm00039524	CIDs58478949	58478949	IBLNKMRFIPWSOY-QMQJHWNVSA-N
CIDm00039524	CIDs58478950	58478950	IBLNKMRFIPWSOY-LDGXNDJDSA-N
CIDm00039524	CIDs58478951	58478951	IBLNKMRFIPWSOY-PCKWGYMZSA-N
CIDm00039524	CIDs58478952	58478952	IBLNKMRFIPWSOY-ARGLEZPCSA-N
CIDm00039524	CIDs58478953	58478953	IBLNKMRFIPWSOY-FEPONRIBSA-N
CIDm00039524	CIDs58478954	58478954	IBLNKMRFIPWSOY-FMBPOPBQSA-N
CIDm00039524	CIDs58478955	58478955	IBLNKMRFIPWSOY-FHWHSZMUSA-N
CIDm00039524	CIDs58478956	58478956	IBLNKMRFIPWSOY-JMJBBRDMSA-N
CIDm00039524	CIDs58478957	58478957	IBLNKMRFIPWSOY-WVZKYIMFSA-N
CIDm00039524	CIDs58478958	58478958	IBLNKMRFIPWSOY-LQMAPTBPSA-N
CIDm00039524	CIDs58478959	58478959	IBLNKMRFIPWSOY-CAIXUNLUSA-N
CIDm00039524	CIDs58478960	58478960	IBLNKMRFIPWSOY-QRUVKDCZSA-N
CIDm00039524	CIDs58478961	58478961	IBLNKMRFIPWSOY-UZWQCDCPSA-N
CIDm00039524	CIDs58478963	58478963	IBLNKMRFIPWSOY-QLTLUPNMSA-N
CIDm00039524	CIDs58478965	58478965	IBLNKMRFIPWSOY-VGIDIACASA-N
CIDm00039524	CIDs58478966	58478966	IBLNKMRFIPWSOY-FQBJSJEJSA-N
CIDm00039524	CIDs58478968	58478968	IBLNKMRFIPWSOY-GQCSOMGCSA-N
CIDm00039524	CIDs58478969	58478969	IBLNKMRFIPWSOY-FFYFKMLSSA-N
CIDm00039524	CIDs58478970	58478970	IBLNKMRFIPWSOY-NCSSQNNLSA-N
CIDm00039524	CIDs58478971	58478971	IBLNKMRFIPWSOY-FERNBFTESA-N
CIDm00039524	CIDs58478972	58478972	IBLNKMRFIPWSOY-DCBGMGJXSA-N
CIDm00039524	CIDs58478973	58478973	IBLNKMRFIPWSOY-PTEDMEEGSA-N
CIDm00039524	CIDs58478974	58478974	IBLNKMRFIPWSOY-AZQVUTJISA-N
CIDm00130881	CIDs58488485	58488485	UQGKUQLKSCSZGY-UHFFFAOYSA-O
CIDm00005470	CIDs58491104	58491104	WZDGZWOAQTVYBX-NTSDSEFASA-N
CIDm00003425	CIDs58589768	58589768	OHRURASPPZQGQM-GRQSSCIYSA-N
CIDm00019190	CIDs00019190	58606996	MOFVSTNWEDAEEK-UHFFFAOYSA-M
CIDm00000961	CIDs58609138	58609138	XLYOFNOQVPJJNP-FTGQXOHASA-M
CIDm00060668	CIDs58623774	58623774	LIQODXNTTZAGID-HAXXWPLNSA-L
CIDm00060668	CIDs58623774	58623775	LIQODXNTTZAGID-HAXXWPLNSA-N
CIDm09930048	CIDs58648730	58648730	VBHQKCBVWWUUKN-ABHNRTSZSA-N
CIDm16131215	CIDs58648997	58648997	AIWRTTMUVOZGPW-QMCYWFTESA-N
CIDm00002645	CIDs58649007	58649007	LTINZAODLRIQIX-URXZBMMCSA-N
CIDm00047419	CIDs58649008	58649008	KEJCWVGMRLCZQQ-YYRFTRBXSA-N
CIDm00004048	CIDs58649012	58649012	RQZAXGRLVPAYTJ-HUYZCWPKSA-N
CIDm00005199	CIDs58649459	58649459	IPQVTOJGNYVQEO-ORIXHCRMSA-N
CIDm00003777	CIDs58649675	58649675	XXUPXHKCPIKWLR-VSMUQCRUSA-N
CIDm00062924	CIDs58653077	58653077	MGNNYOODZCAHBA-ZRINPWPDSA-N
CIDm00019190	CIDs05282412	58665607	RFJUHLWFNUAHFC-UHFFFAOYSA-M
CIDm00021800	CIDs58676040	58676040	CIWBQSYVNNPZIQ-ZYXWQBORSA-N
CIDm00005771	CIDs58677143	58677143	XNOPRXBHLZRZKH-ZDAAMKFLSA-N
CIDm00004896	CIDs00072078	58701785	VJZLQIPZNBPASX-OJJGEMKLSA-L
CIDm09930048	CIDs58703469	58703469	VBHQKCBVWWUUKN-PXKIYYGHSA-N
CIDm00003425	CIDs58708317	58708317	OHRURASPPZQGQM-GPVBZBHFSA-N
CIDm00003425	CIDs58729913	58729913	OHRURASPPZQGQM-CPCVMOMASA-N
CIDm00105145	CIDs00105145	58730126	PKCCXNTXSGQJLY-UHFFFAOYSA-N
CIDm00105145	CIDs00105145	58730127	SEBSSRFIYFDVQG-UHFFFAOYSA-N
CIDm00105145	CIDs00105145	58730128	BWRTYHBVFQIXLG-UHFFFAOYSA-N
CIDm00105145	CIDs00105145	58730129	ASSJKVFWHQPNGP-UHFFFAOYSA-N
CIDm00019190	CIDs58731511	58731511	BDBMLMBYCXNVMC-UHFFFAOYSA-M
CIDm00012597	CIDs58743137	58743137	KLDXJTOLSGUMSJ-SXEFJBAOSA-N
CIDm00002792	CIDs58747659	58747659	FBRAWBYQGRLCEK-MNQBDUEOSA-N
CIDm09930048	CIDs58749049	58749049	VBHQKCBVWWUUKN-UQJFVLDMSA-N
CIDm00005877	CIDs00005877	5877	PLBHSZGDDKCEHR-LFYFAGGJSA-N
CIDm05277135	CIDs05277135	58801715	JUZYLCPPVHEVSV-LJQANCHMSA-M
CIDm00105153	CIDs00105153	58838668	ZGNWHEZYFIMURD-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	58854937	PDQGJBHHMNVXOM-UHFFFAOYSA-N
CIDm09930048	CIDs58856251	58856251	VBHQKCBVWWUUKN-BKNKEOCSSA-N
CIDm09930048	CIDs58856252	58856252	VBHQKCBVWWUUKN-SLMFSLNBSA-N
CIDm00000785	CIDs00000785	58862409	RQXKQINPEUUWMD-UHFFFAOYSA-L
CIDm00000767	CIDs58866061	58866061	BVKZGUZCCUSVTD-TXJFRLKBSA-N
CIDm10028615	CIDs10077129	58891638	ZBGXUVOIWDMMJE-QHNZEKIYSA-O
CIDm11234049	CIDs11653580	58917771	XFALPSLJIHVRKE-UHFFFAOYSA-O
CIDm00000222	CIDs00000222	58935279	QGZKDVFQNNGYKY-MNYXATJNSA-O
CIDm16129629	CIDs58936818	58936818	DOAKLVKFURWEDJ-NUYODDFSSA-N
CIDm16129629	CIDs58936843	58936843	DOAKLVKFURWEDJ-FZFXDAKMSA-N
CIDm00005419	CIDs58951630	58951630	BYJAVTDNIXVSPW-FUPOQFPWSA-N
CIDm00000923	CIDs05362070	58961496	GNDOBTSWAIDUCE-FPIMHUBQSA-L
CIDm00006436	CIDs58975708	58975708	YNDXUCZADRHECN-BCJOMDTGSA-N
CIDm00004048	CIDs58984311	58984311	RQZAXGRLVPAYTJ-RWJKXJQBSA-N
CIDm00128549	CIDs05464097	58987167	AHYHTSYNOHNUSH-HXFGRODQSA-L
CIDm09930048	CIDs59004688	59004688	VBHQKCBVWWUUKN-MYFVLZFPSA-N
CIDm00003425	CIDs59027511	59027511	OHRURASPPZQGQM-KXOYPWAYSA-N
CIDm00003939	CIDs00003939	59032473	WMFOQBRAJBCJND-UHFFFAOYSA-O
CIDm00000222	CIDs00000222	59048220	POSDZBDCSYPGBA-UHFFFAOYSA-N
CIDm00019090	CIDs59048345	59048345	VXIMPSPISRVBPZ-ZIKCMSSPSA-N
CIDm00000961	CIDs06914120	59049839	XLYOFNOQVPJJNP-MNYXATJNSA-M
CIDm00023926	CIDs00023926	59071736	OSFADAHKHPUGSH-UHFFFAOYSA-N
CIDm00023926	CIDs00023926	59071737	VHMSCVSXUXWVGT-UHFFFAOYSA-N
CIDm00023926	CIDs00023926	59071738	VFDAVPHSABXRIY-UHFFFAOYSA-N
CIDm00023926	CIDs00023926	59071739	QJWDYDSKKWMXSO-UHFFFAOYSA-N
CIDm00073303	CIDs00073303	59087685	AVAACINZEOAHHE-VFZPANTDSA-M
CIDm00003053	CIDs00003053	59097216	QPCDCPDFJACHGM-UHFFFAOYSA-K
CIDm00000785	CIDs59098321	59098321	QIGBRXMKCJKVMJ-MNYXATJNSA-N
CIDm00005238	CIDs00005238	59116016	DCTJCWDYPJWDOS-UHFFFAOYSA-M
CIDm00000813	CIDs59118048	59118048	OCFVSFVLVRNXFJ-NLQOEHMXSA-N
CIDm09883933	CIDs09883933	59141118	ANEBIPHMZCZEQA-UHFFFAOYSA-M
CIDm00002645	CIDs05916968	5916968	LTINZAODLRIQIX-DHRITJCHSA-N
CIDm00441332	CIDs59194184	59194184	DLJKPYFALUEJCK-HGUCYINHSA-N
CIDm00441332	CIDs59194194	59194194	DLJKPYFALUEJCK-HDGNFLRISA-N
CIDm16129629	CIDs21585658	59197649	DOAKLVKFURWEDJ-QCMAZARJSA-O
CIDm00032603	CIDs59237534	59237534	UFUVLHLTWXBHGZ-OQDYIWNZSA-N
CIDm00132970	CIDs00132970	59263731	UVIQSJCZCSLXRZ-HMMZIKKISA-O
CIDm00132970	CIDs44461243	59263734	UVIQSJCZCSLXRZ-GROPLDRVSA-O
CIDm09930048	CIDs59264926	59264926	VBHQKCBVWWUUKN-XXLYICGESA-N
CIDm09930048	CIDs59264933	59264933	VBHQKCBVWWUUKN-SMAPMGFCSA-N
CIDm09930048	CIDs59264937	59264937	VBHQKCBVWWUUKN-QGQAZQBWSA-N
CIDm09930048	CIDs59264938	59264938	VBHQKCBVWWUUKN-ZGPLGRQWSA-N
CIDm09930048	CIDs59264940	59264940	VBHQKCBVWWUUKN-STGYXERPSA-N
CIDm09930048	CIDs59264942	59264942	VBHQKCBVWWUUKN-LHLKBLJLSA-N
CIDm09930048	CIDs59264943	59264943	VBHQKCBVWWUUKN-WFEMSAMISA-N
CIDm09930048	CIDs59264947	59264947	VBHQKCBVWWUUKN-BAMCFGGJSA-N
CIDm09930048	CIDs59264952	59264952	VBHQKCBVWWUUKN-VALQIDSPSA-N
CIDm09930048	CIDs59264957	59264957	VBHQKCBVWWUUKN-BETBTGEZSA-N
CIDm09930048	CIDs59264959	59264959	VBHQKCBVWWUUKN-UWTINMNFSA-N
CIDm09930048	CIDs59264960	59264960	VBHQKCBVWWUUKN-QLGUPPDASA-N
CIDm09930048	CIDs59264966	59264966	VBHQKCBVWWUUKN-ZFPMXHCSSA-N
CIDm09930048	CIDs59264968	59264968	VBHQKCBVWWUUKN-FWBIABACSA-N
CIDm09930048	CIDs59264973	59264973	VBHQKCBVWWUUKN-WBRCTOICSA-N
CIDm00005524	CIDs00005524	59288	QDRSWMWTRHEOCY-UHFFFAOYSA-N
CIDm00105145	CIDs00105145	59292483	OXYZYNKVRJATCF-UHFFFAOYSA-N
CIDm00222786	CIDs59322102	59322102	MFYSYFVPBJMHGN-JOELOPAESA-N
CIDm09930048	CIDs59324207	59324207	VBHQKCBVWWUUKN-LXPRWKDFSA-N
CIDm00000222	CIDs59342533	59342533	QGZKDVFQNNGYKY-OIOBTWANSA-N
CIDm00000222	CIDs59342537	59342537	QGZKDVFQNNGYKY-RKEGKUSMSA-N
CIDm09812414	CIDs59350241	59350241	OHJKXVLJWUPWQG-UHFFFAOYSA-J
CIDm09812414	CIDs59350241	59350242	OHJKXVLJWUPWQG-UHFFFAOYSA-N
CIDm00005199	CIDs59350255	59350255	IPQVTOJGNYVQEO-VRWUDDCQSA-N
CIDm00060668	CIDs59359702	59359702	LIQODXNTTZAGID-LHOUYUSOSA-N
CIDm00060668	CIDs59359710	59359710	LIQODXNTTZAGID-OVCYEDCTSA-N
CIDm00060668	CIDs59359732	59359732	LIQODXNTTZAGID-MKIWHWDKSA-N
CIDm00060668	CIDs59359740	59359740	LIQODXNTTZAGID-HUQHJMPFSA-N
CIDm00005939	CIDs00005939	5939	XNCOSPRUTUOJCJ-UHFFFAOYSA-N
CIDm00012597	CIDs59404435	59404435	KLDXJTOLSGUMSJ-UQIFEBIISA-N
CIDm24950485	CIDs59414201	59414201	ZCIGNRJZKPOIKD-KIGLDFBWSA-N
CIDm24950485	CIDs59414278	59414278	ZCIGNRJZKPOIKD-CPKRCLNGSA-N
CIDm10028615	CIDs59426515	59426515	ZBGXUVOIWDMMJE-HFLOQDIWSA-N
CIDm09930048	CIDs59432640	59432640	VBHQKCBVWWUUKN-GVYDCBATSA-N
CIDm09930048	CIDs59432674	59432674	VBHQKCBVWWUUKN-AAFGRQEISA-N
CIDm09930048	CIDs59432677	59432677	VBHQKCBVWWUUKN-MBFNWLSASA-N
CIDm09930048	CIDs59432694	59432694	VBHQKCBVWWUUKN-RSFIVVTASA-N
CIDm09930048	CIDs59432720	59432720	VBHQKCBVWWUUKN-ZHBGBCKNSA-N
CIDm09930048	CIDs59432744	59432744	VBHQKCBVWWUUKN-XUEBDQHPSA-N
CIDm09930048	CIDs59432754	59432754	VBHQKCBVWWUUKN-DZYWLACFSA-N
CIDm09930048	CIDs59432775	59432775	VBHQKCBVWWUUKN-OFBADKKTSA-N
CIDm00004568	CIDs59446218	59446218	VQOXZBDYSJBXMA-AJWWOCFOSA-N
CIDm00006238	CIDs59476914	59476914	DBPWSSGDRRHUNT-LDLLURODSA-N
CIDm11949646	CIDs59499266	59499266	OBWASQILIWPZMG-XGKJGUGDSA-N
CIDm00002367	CIDs59499747	59499747	PLCQGRYPOISRTQ-KUCGRNNPSA-L
CIDm00002367	CIDs59499747	59499748	VQODGRNSFPNSQE-YDUDQEPPSA-N
CIDm00004896	CIDs59499750	59499750	JDOZJEUDSLGTLU-QVABZINDSA-N
CIDm00005238	CIDs59506992	59506992	XMBWDFGMSWQBCA-MNYXATJNSA-N
CIDm11531537	CIDs59530781	59530781	FJZZPCZKBUKGGU-CVDCTZTESA-N
CIDm11531537	CIDs59530992	59530992	FJZZPCZKBUKGGU-XXBNENTESA-N
CIDm00004895	CIDs59553042	59553042	LRJOMUJRLNCICJ-ZQOWWFRGSA-N
CIDm00000222	CIDs59560468	59560468	QGZKDVFQNNGYKY-TXJFRLKBSA-N
CIDm00004568	CIDs59567403	59567403	VQOXZBDYSJBXMA-HMKNBUSBSA-N
CIDm00002308	CIDs59567852	59567852	NBMKJKDGKREAPL-CHMAHDFQSA-N
CIDm00032797	CIDs59582253	59582253	FCSHDIVRCWTZOX-REKGUKDCSA-N
CIDm09912092	CIDs59627941	59627941	IMOZEMNVLZVGJZ-QEKNDFLXSA-N
CIDm09930048	CIDs59679729	59679729	VBHQKCBVWWUUKN-RGBJRUIASA-N
CIDm09930048	CIDs59679744	59679744	VBHQKCBVWWUUKN-RWZMTBSZSA-N
CIDm00005238	CIDs00005238	59696712	ZHZNPWNAZPVNJH-UHFFFAOYSA-L
CIDm10028615	CIDs59705310	59705310	ZBGXUVOIWDMMJE-LPGQTKECSA-N
CIDm10028615	CIDs59705311	59705311	ZBGXUVOIWDMMJE-MOZJEKKXSA-N
CIDm10028615	CIDs59705312	59705312	ZBGXUVOIWDMMJE-GQWZBSRDSA-N
CIDm10028615	CIDs59705313	59705313	ZBGXUVOIWDMMJE-LEESILCOSA-N
CIDm10028615	CIDs59705314	59705314	ZBGXUVOIWDMMJE-WUTVCOGJSA-N
CIDm10028615	CIDs59705315	59705315	ZBGXUVOIWDMMJE-QUPLXJRGSA-N
CIDm10028615	CIDs59705316	59705316	ZBGXUVOIWDMMJE-QRKLHIRCSA-N
CIDm10028615	CIDs59705317	59705317	ZBGXUVOIWDMMJE-XKNPITELSA-N
CIDm10028615	CIDs59705321	59705321	ZBGXUVOIWDMMJE-IIOFDENRSA-N
CIDm10028615	CIDs59705322	59705322	ZBGXUVOIWDMMJE-ZZUFUSFDSA-N
CIDm10028615	CIDs59705324	59705324	ZBGXUVOIWDMMJE-JFHAZWRPSA-N
CIDm10028615	CIDs59705325	59705325	ZBGXUVOIWDMMJE-OPBCSVNESA-N
CIDm10028615	CIDs59705326	59705326	ZBGXUVOIWDMMJE-AKQGGQOOSA-N
CIDm10028615	CIDs59705327	59705327	ZBGXUVOIWDMMJE-JSKDFUFZSA-N
CIDm10028615	CIDs59705328	59705328	ZBGXUVOIWDMMJE-NOLNFUIUSA-N
CIDm10028615	CIDs59705329	59705329	ZBGXUVOIWDMMJE-AMMAXIMASA-N
CIDm10028615	CIDs59705330	59705330	ZBGXUVOIWDMMJE-YWXMZXJJSA-N
CIDm10028615	CIDs59705331	59705331	ZBGXUVOIWDMMJE-VEXOSEJLSA-N
CIDm10028615	CIDs59705333	59705333	ZBGXUVOIWDMMJE-VFTJXGRVSA-N
CIDm10028615	CIDs59705334	59705334	ZBGXUVOIWDMMJE-FRDFISPRSA-N
CIDm10028615	CIDs59705335	59705335	ZBGXUVOIWDMMJE-GHYCNXGXSA-N
CIDm10028615	CIDs59705336	59705336	ZBGXUVOIWDMMJE-NBGGDLQDSA-N
CIDm10028615	CIDs59705339	59705339	ZBGXUVOIWDMMJE-KMVYJEDTSA-N
CIDm10028615	CIDs59705340	59705340	ZBGXUVOIWDMMJE-HCZUMYIUSA-N
CIDm10028615	CIDs59705342	59705342	ZBGXUVOIWDMMJE-IQCXVAFXSA-N
CIDm10028615	CIDs59705343	59705343	ZBGXUVOIWDMMJE-KIOPEOSBSA-N
CIDm10028615	CIDs59705346	59705346	ZBGXUVOIWDMMJE-YGXRLQLFSA-N
CIDm10028615	CIDs59705347	59705347	ZBGXUVOIWDMMJE-TXHWMTBCSA-N
CIDm10028615	CIDs59705349	59705349	ZBGXUVOIWDMMJE-WYQWIFCUSA-N
CIDm10028615	CIDs59705350	59705350	ZBGXUVOIWDMMJE-KBUOMMBGSA-N
CIDm10028615	CIDs59705352	59705352	ZBGXUVOIWDMMJE-HEGFEQGKSA-N
CIDm10028615	CIDs59705354	59705354	ZBGXUVOIWDMMJE-FFNFRZKCSA-N
CIDm10028615	CIDs59705356	59705356	ZBGXUVOIWDMMJE-MOHCLNPASA-N
CIDm10028615	CIDs59705357	59705357	ZBGXUVOIWDMMJE-OGXBENGBSA-N
CIDm10028615	CIDs59705360	59705360	ZBGXUVOIWDMMJE-UEIQXTGJSA-N
CIDm10028615	CIDs59705362	59705362	ZBGXUVOIWDMMJE-GELFGBQPSA-N
CIDm10028615	CIDs59705365	59705365	ZBGXUVOIWDMMJE-OQOBCSCKSA-N
CIDm10028615	CIDs59705368	59705368	ZBGXUVOIWDMMJE-WPFUDUPKSA-N
CIDm00003911	CIDs59722269	59722269	GFIJNRVAKGFPGQ-KDUCHWSPSA-N
CIDm00025959	CIDs00025959	59741847	YZTMSSPBQNNZJB-UHFFFAOYSA-N
CIDm00000160	CIDs59768317	59768317	PXGPLTODNUVGFL-YDZORUSYSA-N
CIDm00000598	CIDs00000598	598	ZNEWHQLOPFWXOF-UHFFFAOYSA-N
CIDm00157429	CIDs00449677	59844561	IZOOGPBRAOKZFK-UHFFFAOYSA-K
CIDm05360237	CIDs59873247	59873247	IYVFNTXFRYQLRP-CEORFOEKSA-N
CIDm00019190	CIDs59890755	59890755	BDBMLMBYCXNVMC-UHFFFAOYSA-M
CIDm00019190	CIDs59890756	59890756	BDBMLMBYCXNVMC-UHFFFAOYSA-O
CIDm00003056	CIDs59893970	59893970	BOBLHFUVNSFZPJ-LCEJVFGASA-N
CIDm00023993	CIDs00023993	59904430	WYZXNMSHFZBEBZ-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	59904432	UQTHYEMSJPNFAL-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	59904434	PBJVKCJZAQHEKC-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	59904435	VTPWPUIRFZTWDW-UHFFFAOYSA-N
CIDm00002645	CIDs59923204	59923204	LTINZAODLRIQIX-DWDGPASDSA-N
CIDm00005832	CIDs59927390	59927390	IMONTRJLAWHYGT-HPAMYZHCSA-N
CIDm00216416	CIDs59935611	59935611	GXESHMAMLJKROZ-SVNIRARHSA-N
CIDm00004240	CIDs59936906	59936906	WOFMFGQZHJDGCX-CSZWKVJLSA-N
CIDm00023993	CIDs00023993	59941922	NKXOJLRGTABTSC-UHFFFAOYSA-N
CIDm00010631	CIDs59958865	59958865	FRQMUZJSZHZSGN-MSPQHMDHSA-N
CIDm00010631	CIDs59958866	59958866	FRQMUZJSZHZSGN-ILFFBDSESA-N
CIDm00000785	CIDs00000785	59971836	IDKLLZBLEVRZEZ-UHFFFAOYSA-L
CIDm00019190	CIDs06096882	59973270	MOFVSTNWEDAEEK-UHFFFAOYSA-M
CIDm00055331	CIDs59995727	59995727	CMPAGYDKASJORH-VBSNWNEZSA-N
CIDm00005470	CIDs60045497	60045497	WZDGZWOAQTVYBX-SRXZLZDISA-N
CIDm00042615	CIDs60052983	60052983	CUWODFFVMXJOKD-NLGIGNPOSA-N
CIDm00003425	CIDs60055906	60055906	OHRURASPPZQGQM-RJHKXACUSA-N
CIDm00004895	CIDs60060489	60060489	LRJOMUJRLNCICJ-VNAMPYCJSA-N
CIDm00005565	CIDs60066757	60066757	VILCJCGEZXAXTO-ZSJDYOACSA-N
CIDm00005832	CIDs60070965	60070965	IMONTRJLAWHYGT-PYMYGXEXSA-N
CIDm00023993	CIDs02733939	60071930	MRVDPBDPQPBGMS-UHFFFAOYSA-N
CIDm05360237	CIDs60086672	60086672	IYVFNTXFRYQLRP-DJLHTKACSA-N
CIDm05360237	CIDs60093723	60093723	IYVFNTXFRYQLRP-SUPUGUQXSA-N
CIDm00005238	CIDs00005238	60104543	ILIRQAZCNQOVHA-UHFFFAOYSA-K
CIDm00047419	CIDs60119132	60119132	KEJCWVGMRLCZQQ-VXCUCAIDSA-N
CIDm00002367	CIDs05702037	60148383	MQRFYYBWKRACSJ-AVWCCGLRSA-N
CIDm00003783	CIDs23818603	60148390	QVPSGVSNYPRFAS-KYAUMTNUSA-N
CIDm00004895	CIDs60148398	60148398	LRJOMUJRLNCICJ-SQCUVOHXSA-N
CIDm00001875	CIDs22818605	60148413	FQISKWAFAHGMGT-MQZBRENASA-N
CIDm00004896	CIDs22815824	60148428	WDKXLAIROMOVNT-IYNKCUJVSA-N
CIDm00002367	CIDs45006165	60148430	MQRFYYBWKRACSJ-VLLRNDHASA-N
CIDm00005470	CIDs60148444	60148444	WZDGZWOAQTVYBX-MLWZVTOESA-N
CIDm00023951	CIDs10145316	60160975	AXXFVUWEFGKYBC-UHFFFAOYSA-N
CIDm00023926	CIDs00023926	60161308	NAPHXISIYHAKAH-UHFFFAOYSA-N
CIDm00168924	CIDs00168924	60161437	JKSVDWSKYFEURH-UHFFFAOYSA-M
CIDm00216416	CIDs10527519	60167553	SFWYWKVSAHDQRB-SEDDDLTMSA-N
CIDm00060172	CIDs00060172	60172	SUPKOOSCJHTBAH-UHFFFAOYSA-N
CIDm00060183	CIDs00060183	60183	IYNMDWMQHSMDDE-GYFKHDNESA-N
CIDm00004568	CIDs60196358	60196358	VQOXZBDYSJBXMA-APKAJEQISA-N
CIDm00160051	CIDs60208760	60208760	VTAKZNRDSPNOAU-UHFFFAOYSA-M
CIDm00005202	CIDs00005202	60209195	MDIGAZPGKJFIAH-UHFFFAOYSA-N
CIDm16129617	CIDs60210072	60210072	ZOEFCCMDUURGSE-SQKVDDBVSA-N
CIDm00002367	CIDs23615598	60210730	PLCQGRYPOISRTQ-UEDIJPONSA-N
CIDm00060496	CIDs00060496	60496	ZPBWCRDSRKPIDG-UHFFFAOYSA-N
CIDm00060668	CIDs00060668	60668	LIQODXNTTZAGID-GDAYZDJCSA-N
CIDm00060751	CIDs00060751	60751	LYPFDBRUNKHDGX-UHFFFAOYSA-N
CIDm00022318	CIDs00022318	6093241	VXIHRIQNJCRFQX-UHFFFAOYSA-K
CIDm00000961	CIDs00000961	60966	WGTYBPLFGIVFAS-UHFFFAOYSA-M
CIDm00003939	CIDs00003939	6096709	ZZWYTWAVHUUDBI-UHFFFAOYSA-N
CIDm00019190	CIDs06096882	6096882	BDBMLMBYCXNVMC-UHFFFAOYSA-O
CIDm00016124	CIDs00016124	6100359	SFDBJFMMXUVCFG-UHFFFAOYSA-K
CIDm00025959	CIDs00025959	6101717	XYZXOFUXTBSQQI-UHFFFAOYSA-N
CIDm00004101	CIDs00004101	6102133	RDOZMBAUVXVXCJ-UHFFFAOYSA-N
CIDm00025959	CIDs00025959	6102284	YAGKRVSRTSUGEY-UHFFFAOYSA-N
CIDm00025959	CIDs00025959	6102315	OXNSNGFUWQVOKD-UHFFFAOYSA-N
CIDm00000961	CIDs00000961	6102811	JIUIIWVYHWSFAZ-UHFFFAOYSA-N
CIDm00019190	CIDs05282412	6147071	BDBMLMBYCXNVMC-UHFFFAOYSA-M
CIDm00061475	CIDs00061475	61475	PODWXQQNRWNDGD-UHFFFAOYSA-L
CIDm00000767	CIDs00000767	61507	ATRRKUHOCOJYRX-UHFFFAOYSA-N
CIDm00061520	CIDs00061520	61520	AHBGXTDRMVNFER-UHFFFAOYSA-L
CIDm00025959	CIDs00025959	61711	DCYOBGZUOMKFPA-UHFFFAOYSA-N
CIDm00005727	CIDs00061754	61754	QOQUXKCHSZSKOT-UHFFFAOYSA-L
CIDm00005727	CIDs00061754	61755	PZVVXRYHDITUNJ-UHFFFAOYSA-J
CIDm00061799	CIDs00061799	61799	NKHAVTQWNUWKEO-UHFFFAOYSA-N
CIDm00062305	CIDs00062305	62305	IUXJIFQLSXIMMG-QFWOMMJSSA-K
CIDm00006238	CIDs00006238	6238	DBPWSSGDRRHUNT-CEGNMAFCSA-N
CIDm00024450	CIDs00024450	62657	LWIHDJKSTIGBAC-UHFFFAOYSA-K
CIDm00062819	CIDs00062819	62819	ZDRRIRUAESZNIH-UHFFFAOYSA-N
CIDm00062924	CIDs00062924	62924	MGNNYOODZCAHBA-AZYZPMHWSA-N
CIDm00062956	CIDs00062956	62956	WOIWWYDXDVSWAZ-RTWAWAEBSA-N
CIDm00062965	CIDs00062965	62965	OHYGPBKGZGRQKT-XGQKBEPLSA-N
CIDm00063001	CIDs00063001	63001	MADRIHWFJGRSBP-ZWKOTPCHSA-N
CIDm00005832	CIDs00063021	63021	IMONTRJLAWHYGT-REGVOWLASA-N
CIDm00016533	CIDs00063047	63047	SNHRLVCMMWUAJD-OMPPIWKSSA-N
CIDm00021800	CIDs00063049	63049	CIWBQSYVNNPZIQ-PKWREOPISA-N
CIDm00441332	CIDs06307895	6307895	DLJKPYFALUEJCK-BGUVSGJASA-N
CIDm00002168	CIDs06321270	6321270	MQHLMHIZUIDKOO-FQECFTEESA-N
