flat_chemical_id	stereo_chemical_id	source_cid	inchikey
CIDm00006238	CIDs18530261	18530261	DBPWSSGDRRHUNT-OPFHRDBUSA-N
CIDm00005411	CIDs00005411	18539387	PPWHTZKZQNXVAE-UHFFFAOYSA-M
CIDm00003053	CIDs00003053	18544739	MWVJOBPIUVZHPU-UHFFFAOYSA-N
CIDm00185457	CIDs00185457	185457	VDPYMEBVIDZKMD-UHFFFAOYSA-N
CIDm18609542	CIDs18609542	18609542	IKWLIQXIPRUIDU-LURJTMIESA-N
CIDm00024450	CIDs00024450	18612384	LMPDLIQFRXLCMO-UHFFFAOYSA-H
CIDm00005877	CIDs18632363	18632363	PLBHSZGDDKCEHR-MFWQVWOLSA-N
CIDm00054808	CIDs18644062	18644062	DMKSVUSAATWOCU-ICASLIHPSA-N
CIDm00000785	CIDs18649764	18649764	QIGBRXMKCJKVMJ-QDNHWIQGSA-N
CIDm05464096	CIDs18654870	18654870	KEDYTOTWMPBSLG-UXSVLMETSA-N
CIDm00128549	CIDs18654872	18654872	AHYHTSYNOHNUSH-PRINNZEDSA-N
CIDm00005202	CIDs18658403	18658403	QZAYGJVTTNCVMB-DOMIDYPGSA-N
CIDm09815559	CIDs18664803	18664803	XRZWVSXEDRYQGC-AXDSSHIGSA-N
CIDm00016124	CIDs00016124	18674565	KUEXFZGCLUPWEI-UHFFFAOYSA-N
CIDm00007187	CIDs00007187	18680001	IJMAGBPFKJJDOS-UHFFFAOYSA-N
CIDm00004422	CIDs00004422	18703311	GYWMRGWFQPSQLK-UHFFFAOYSA-N
CIDm00517044	CIDs00517044	18717748	ZSCDSOSVLPYTHF-UHFFFAOYSA-N
CIDm00001875	CIDs00001875	1875	IMBXEJJVJRTNOW-UHFFFAOYSA-N
CIDm00000222	CIDs16741146	18755729	MGLRBIFGIFABJB-UHFFFAOYSA-O
CIDm00000785	CIDs00000785	18762194	ZMTFXZTXWVFHJY-UHFFFAOYSA-N
CIDm00000767	CIDs18785387	18785387	KKTCWAXMXADOBB-UHFFFAOYSA-L
CIDm00001084	CIDs18931838	18931838	DHCDFWKWKRSZHF-UHFFFAOYSA-N
CIDm00004810	CIDs00004810	18934261	QYICXCZVDYNVEX-UHFFFAOYSA-N
CIDm00013344	CIDs18955718	18955718	UZLGHNUASUZUOR-UHFFFAOYSA-L
CIDm00517045	CIDs00517045	18986384	ICZDUHSIZPCWQD-UHFFFAOYSA-L
CIDm00517045	CIDs00517045	18987058	KAAMQMBGKCSESP-UHFFFAOYSA-M
CIDm00000767	CIDs00000767	18995543	OYYRYTDCLCKNCU-UHFFFAOYSA-N
CIDm00006451	CIDs00006451	19006600	RXVQUDOGFFYNSF-UHFFFAOYSA-N
CIDm00023926	CIDs00023926	19009589	YVERGEVKNBDYSF-UHFFFAOYSA-N
CIDm00000785	CIDs00000785	19010171	AUYFHLCJKFSVOG-UHFFFAOYSA-N
CIDm00061475	CIDs00061475	19021344	FQRAMGUFJJNBHT-UHFFFAOYSA-L
CIDm00000785	CIDs00000785	19043479	RTBFZNKEWQAVEO-UHFFFAOYSA-N
CIDm00024393	CIDs00024393	19064151	OHDLIGATGVHROE-UHFFFAOYSA-J
CIDm00023993	CIDs00023993	19065711	NFBBQELKMHLNIB-UHFFFAOYSA-N
CIDm00019090	CIDs00019090	19090	VXIMPSPISRVBPZ-NWUMPJBXSA-N
CIDm18609542	CIDs19091993	19091993	IKWLIQXIPRUIDU-UHFFFAOYSA-N
CIDm00019190	CIDs00019190	19190	MOFVSTNWEDAEEK-UHFFFAOYSA-M
CIDm00019190	CIDs00019190	19191	BDBMLMBYCXNVMC-UHFFFAOYSA-O
CIDm00192155	CIDs00192155	192155	ZNXXCLVUNMDLNR-UQLUPRNYSA-N
CIDm00003636	CIDs00192191	192191	YBCNXCRZPWQOBR-JXRGAMEBSA-N
CIDm00061475	CIDs00061475	19366357	HQETWQNSFJEFOA-UHFFFAOYSA-L
CIDm00003053	CIDs00003053	19378314	YRSMRADUTPXYHC-UHFFFAOYSA-N
CIDm00005524	CIDs00005524	19379147	FDPYEAXJRLQOGE-UHFFFAOYSA-N
CIDm03080904	CIDs19425327	19425327	YUSCRGFYKCAQHE-UHFFFAOYSA-N
CIDm00000961	CIDs00000961	19427608	OAEZRJNGCVFHCM-UHFFFAOYSA-N
CIDm00024414	CIDs00024414	19428800	ABFVTUPMIFWZOX-UHFFFAOYSA-L
CIDm00027304	CIDs00027304	19437492	VKKZUCSEWNITRU-UHFFFAOYSA-J
CIDm00016124	CIDs00016124	19437494	RXSYPQBNTPQOTQ-UHFFFAOYSA-J
CIDm00005524	CIDs00005524	19472	RZOXEODOFNEZRS-UHFFFAOYSA-N
CIDm00002367	CIDs00195927	195927	VQODGRNSFPNSQE-DHAVVYNYSA-N
CIDm00004048	CIDs00004048	19602053	RLVUWVINYIQHKW-UHFFFAOYSA-N
CIDm00083513	CIDs00104810	19612654	CFSRKIKAMDMHII-UHFFFAOYSA-N
CIDm00000767	CIDs00000767	19660	BVKZGUZCCUSVTD-UHFFFAOYSA-L
CIDm00134019	CIDs00134019	19702114	YQNKEAJQYLKVDS-UHFFFAOYSA-N
CIDm00134019	CIDs00134019	19702116	ABTSJABCPWNKFN-UHFFFAOYSA-N
CIDm00003830	CIDs00003830	19706488	GQOHDKQIWWRRQN-UHFFFAOYSA-N
CIDm00005565	CIDs00005565	19710895	LZQWCUSWOKKCIN-UHFFFAOYSA-N
CIDm00024450	CIDs00024450	19710897	HKLZVEFFMGWYTE-UHFFFAOYSA-N
CIDm00000767	CIDs00000767	19747398	KKTCWAXMXADOBB-UHFFFAOYSA-M
CIDm00105145	CIDs00105145	19755184	ALTOZRYENHOXOU-UHFFFAOYSA-N
CIDm00040703	CIDs00040703	19755980	IKGXLCMLVINENI-UHFFFAOYSA-N
CIDm00047528	CIDs00047528	19762097	UDPWGYZJIUJDFS-UHFFFAOYSA-N
CIDm00197712	CIDs00197712	197712	OUJTZYPIHDYQMC-UHFFFAOYSA-N
CIDm00000813	CIDs00082127	19777488	NPYPAHLBTDXSSS-UHFFFAOYSA-O
CIDm00000813	CIDs00000813	19784764	YTYFXNVJPXEUJY-UHFFFAOYSA-N
CIDm00005939	CIDs00005939	19788244	DOLOZYYFEJKAIU-UHFFFAOYSA-N
CIDm00014917	CIDs00014917	19800730	CUPFNGOKRMWUOO-UHFFFAOYSA-L
CIDm00024393	CIDs00024393	19836521	NMTATISANOINHB-UHFFFAOYSA-N
CIDm00000785	CIDs00000785	19846493	LRCIGPJGANAIHK-UHFFFAOYSA-N
CIDm00024393	CIDs19869339	19869339	BAUYGSIQEAFULO-UHFFFAOYSA-M
CIDm00024642	CIDs03084144	19871715	CSTSRRVTPHISID-UHFFFAOYSA-K
CIDm00024642	CIDs03084144	19871727	GTSYWHNHHMJRRV-UHFFFAOYSA-K
CIDm00024393	CIDs00024393	19887294	PIGJJOFBKFPZQG-UHFFFAOYSA-J
CIDm00083606	CIDs00083606	19890436	PWYYWQHXAPXYMF-UHFFFAOYSA-O
CIDm00517045	CIDs00517045	19902796	KVJXEJFFQNSORF-UHFFFAOYSA-J
CIDm00000961	CIDs00000961	19911177	JOBBRIRILCAFIA-UHFFFAOYSA-M
CIDm00005411	CIDs00005411	19914802	SOIFHTFRPMAKGU-UHFFFAOYSA-N
CIDm00000222	CIDs00000222	19933780	KDFGDPLUSXZGGS-UHFFFAOYSA-N
CIDm00132970	CIDs19961652	19961652	UVIQSJCZCSLXRZ-UHFFFAOYSA-N
CIDm00057166	CIDs00057166	19964227	VOVSFEVOADHKPE-UHFFFAOYSA-N
CIDm00000767	CIDs18785387	19987080	KKTCWAXMXADOBB-UHFFFAOYSA-N
CIDm00013344	CIDs18955718	20027942	WKZJASQVARUVAW-UHFFFAOYSA-L
CIDm00083606	CIDs00104798	20029701	XSMJLFRRVANTTL-UHFFFAOYSA-N
CIDm09815559	CIDs09815560	20031285	BHGFUQJUTOVQOS-UHFFFAOYSA-N
CIDm00000222	CIDs00000222	20038238	XSOHCQBMTDEBAD-UHFFFAOYSA-Q
CIDm00002547	CIDs20055081	20055081	JNIIDKODPGHQSS-BLWCACJOSA-N
CIDm09898619	CIDs20055467	20055467	XXXSJQLZVNKRKX-UHFFFAOYSA-N
CIDm00004638	CIDs20056816	20056816	ICMWWNHDUZJFDW-ABOYFYGDSA-N
CIDm00005409	CIDs20056835	20056835	VOCBWIIFXDYGNZ-HOKITSPKSA-N
CIDm00004989	CIDs00708857	20057155	VWRCYAZJKNPEQR-IPZCTEOASA-L
CIDm00517045	CIDs00517045	20065484	NEUOBESLMIKJSB-UHFFFAOYSA-J
CIDm00083606	CIDs00104798	20068414	ODWPBBXEGBVBML-UHFFFAOYSA-N
CIDm00000785	CIDs00000785	20078616	IDKLLZBLEVRZEZ-UHFFFAOYSA-N
CIDm00000767	CIDs18785387	20096230	PCTOKDMKLOYIMN-UHFFFAOYSA-M
CIDm00023926	CIDs00023926	20098173	AEJHDSWVEKFWGB-UHFFFAOYSA-N
CIDm00069512	CIDs00069512	20111863	TVHHBXMUUKDDBL-UHFFFAOYSA-M
CIDm00009904	CIDs00009904	20111894	OGPXYIGHEYAGJU-OGVPJBRJSA-N
CIDm00061475	CIDs00061475	20141334	HNDMZDNKNLJFSM-UHFFFAOYSA-L
CIDm00000785	CIDs00000785	20151820	QZJSOTMLTWDRTR-UHFFFAOYSA-L
CIDm00004101	CIDs00004101	20154711	PRJYJUBZXNZEGS-UHFFFAOYSA-N
CIDm00004101	CIDs00004101	20154713	WGZXWSFCXNJPEJ-UHFFFAOYSA-N
CIDm00024393	CIDs00024393	20185870	ANAIULQUYDWKAL-UHFFFAOYSA-J
CIDm00003053	CIDs00003053	20188718	LSGXEJLGNPXYOG-UHFFFAOYSA-N
CIDm00105145	CIDs00105145	20189195	NNMLAFXFDJLYFP-UHFFFAOYSA-N
CIDm00003053	CIDs00003053	20197179	USLDBBNVDDGKIJ-UHFFFAOYSA-N
CIDm00000222	CIDs00000222	20202241	XSOHCQBMTDEBAD-UHFFFAOYSA-P
CIDm00005727	CIDs00167174	20224136	ICQCDQVQQQEEJA-UHFFFAOYSA-O
CIDm00027304	CIDs00027304	20241118	GXBWWNVZXIUQBQ-UHFFFAOYSA-J
CIDm00027304	CIDs00027304	20241254	LCWQCKOBVRCEMF-UHFFFAOYSA-J
CIDm00027304	CIDs00027304	20241526	GHQZMHCTZMABTJ-UHFFFAOYSA-J
CIDm00004101	CIDs00004101	20255372	JDVJYZONDPMALE-UHFFFAOYSA-N
CIDm00000222	CIDs00000222	20258082	MVAOEXBRERPGIT-UHFFFAOYSA-N
CIDm00005238	CIDs00005238	20334	ARSMIBSHEYKMJT-UHFFFAOYSA-M
CIDm00004101	CIDs00004101	20339725	NGDSBQHTMKGUQU-UHFFFAOYSA-N
CIDm00010631	CIDs00203441	203441	FRQMUZJSZHZSGN-NJMUXRGYSA-N
CIDm00083513	CIDs00083513	20363279	XDFCIPNJCBUZJN-UHFFFAOYSA-O
CIDm00005238	CIDs00005238	20368584	BFYDGDZPNIHOGU-UHFFFAOYSA-N
CIDm00000222	CIDs00000222	20370737	YIXMNGCBNSHSPY-UHFFFAOYSA-N
CIDm00000785	CIDs00000785	20382501	HACFSYYKVMIHKJ-UHFFFAOYSA-N
CIDm00024393	CIDs00024393	20398819	GWOQXSFSRWCLDA-UHFFFAOYSA-H
CIDm00000785	CIDs00000785	20406484	RTBFZNKEWQAVEO-UHFFFAOYSA-N
CIDm00003053	CIDs00003053	20446348	PWIQCISWHBDPRY-UHFFFAOYSA-N
CIDm00045469	CIDs00045469	20447420	YNVDFVLEDQMYQH-UHFFFAOYSA-N
CIDm00004101	CIDs00004101	20449881	REYPXKZACPANQX-UHFFFAOYSA-N
CIDm00517045	CIDs00517045	20455539	OGFGNACMZMBMTD-UHFFFAOYSA-M
CIDm00002442	CIDs00002442	20466444	OFHZXIWJTIZVGB-UHFFFAOYSA-N
CIDm00002308	CIDs00020469	20469	NBMKJKDGKREAPL-DVTGEIKXSA-N
CIDm00024450	CIDs00024450	20472075	JVGAFNMTSUZSBL-UHFFFAOYSA-H
CIDm00000785	CIDs00000785	20475523	CZANVBUYRHFHKU-UHFFFAOYSA-L
CIDm09548591	CIDs13337332	20478323	MDQGTDMBVJCTBN-UHFFFAOYSA-M
CIDm00024450	CIDs00024450	20485246	FKRDABIYKHCKQP-UHFFFAOYSA-A
CIDm00005565	CIDs00005565	20485935	ADLJEHFHJBJGOX-UHFFFAOYSA-N
CIDm00061475	CIDs00061475	20486138	JBWRUFGPIWRAQE-UHFFFAOYSA-L
CIDm00024414	CIDs00024414	20490705	XVFXLCPHJNGYAC-UHFFFAOYSA-J
CIDm00000785	CIDs00000785	20502807	VVWGUPRYBSGIOR-UHFFFAOYSA-N
CIDm00024642	CIDs00167263	20505779	BUFFXXRADJPSHA-UHFFFAOYSA-M
CIDm00000785	CIDs00000785	20514718	IBYIAFPMLOCXIQ-WLHGVMLRSA-N
CIDm00005877	CIDs00584547	20517168	WEOFLAYBZADDFW-UHFFFAOYSA-N
CIDm00007187	CIDs00007187	20524010	OMPJBNCRMGITSC-UHFFFAOYSA-O
CIDm00000598	CIDs00000598	20539508	YTCRWFRKXRZZRX-UHFFFAOYSA-N
CIDm00000598	CIDs00000598	20545680	XOGTZOOQQBDUSI-UHFFFAOYSA-N
CIDm04517618	CIDs04517618	20563211	RGWFVSXWMICAPQ-UHFFFAOYSA-L
CIDm00023993	CIDs00023993	20606469	FZUWWDRNUCSGFR-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20606470	UQTHYEMSJPNFAL-UHFFFAOYSA-N
CIDm00005595	CIDs00656664	2063311	ZNRGQMMCGHDTEI-FUNVUKJBSA-O
CIDm00023993	CIDs00023993	20634374	JENBFCGIUYTEQQ-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634375	GAHRMQVKJNMDSQ-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634376	PBJVKCJZAQHEKC-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634377	WYZXNMSHFZBEBZ-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634378	VTPWPUIRFZTWDW-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634379	GDKAYHYMSGMSLZ-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634380	PDQGJBHHMNVXOM-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634381	GEDIMNXQDRMRKN-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634382	HMLBTCLIZLEUKC-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634383	NUOQATNBZAIBIY-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634384	KTSIXZSAZFTUGB-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634385	JVOPHHFNTOJEHP-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634386	QWHOJBAUBIXQEX-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634387	KFNFHDPYLFHEBN-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634388	HZDOVEFHWQSIBO-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634389	VDXNCRBTOPQTRA-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634390	XUYFINWTOBFHAB-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634391	RPRFYZRVONFQMW-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634392	SITXQDCINUEWAJ-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634393	YBVGPQMVIQBHHY-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634394	SPEHXWHLGNXLGH-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634395	JFPZRKQZXRWYSX-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634396	QOIPBGCWWWOEQA-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634397	OLAGCCGDTREJMG-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634398	UHAWCIBVIFBOJI-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634399	BHOLPDYQHLTUAV-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634400	MJKHCUPJGZFQPB-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634401	PYXKOMBLZIFMJY-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634402	SLGSHYPDJANRLF-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634403	JDNGWKORYKEWHW-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634404	HIDVMAPPHSKXLI-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634405	KBZRUZBKYONNLG-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634406	DMYMUPXARJDMPZ-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	20634407	UFDQNTPNQHRHBO-UHFFFAOYSA-N
CIDm00206527	CIDs00206527	206527	MMIAUUPWJOPREH-NBLXOJGSSA-N
CIDm00032169	CIDs00032169	20727434	TZDGKVDNCXGLDY-UHFFFAOYSA-N
CIDm00012597	CIDs20792947	20792947	KLDXJTOLSGUMSJ-JDJSBBGDSA-N
CIDm00024550	CIDs00134654	20835720	WSTIKYNFILLWTN-UHFFFAOYSA-H
CIDm00054313	CIDs20838499	20838499	HIFJCPQKFCZDDL-QSGBCQANSA-N
CIDm00003680	CIDs05284539	20841514	DPHFJXVKASDMBW-JZZXHWGOSA-N
CIDm00064642	CIDs20841648	20841648	XHKUDCCTVQUHJQ-BILMMMPYSA-N
CIDm00003056	CIDs20841884	20841884	BOBLHFUVNSFZPJ-HGZSCFKZSA-N
CIDm00060668	CIDs16052014	20843176	WCOHVOKFXMNYJU-YYRLHZSMSA-L
CIDm00029089	CIDs00029089	20843429	KZGYSXKBKFHJND-UTVXGZFESA-N
CIDm00025959	CIDs00025959	20846158	DMQOOTKQDUEZSV-UHFFFAOYSA-N
CIDm00025959	CIDs00167623	20846159	LBDLAAMUWHAHAO-UHFFFAOYSA-R
CIDm00025959	CIDs00167623	20846160	UETZVSHORCDDTH-UHFFFAOYSA-R
CIDm00000160	CIDs05280363	20849107	PXGPLTODNUVGFL-YNNPMVKQSA-M
CIDm00005470	CIDs20849285	20849285	WZDGZWOAQTVYBX-QGRIPAAVSA-N
CIDm00000160	CIDs20849405	20849405	PXGPLTODNUVGFL-GYFSXHHTSA-N
CIDm00002085	CIDs00002085	2085	DJHCCTTVDRAMEH-UHFFFAOYSA-N
CIDm00005483	CIDs00208825	208825	YTGJWQPHMWSCST-GSVOUGTGSA-N
CIDm00005939	CIDs00005939	20888	FKPUYTAEIPNGRM-UHFFFAOYSA-N
CIDm00208920	CIDs00208920	208920	MXDOOIVQXATHKU-RINAXLLBSA-N
CIDm00000767	CIDs00000767	20975525	RZKNJSIGVZOHKZ-UHFFFAOYSA-H
CIDm00083513	CIDs00083513	20976923	UKBOZFPEWUONNF-UHFFFAOYSA-N
CIDm00083606	CIDs00083606	20976929	VCIYVTDHFNGJEU-UHFFFAOYSA-N
CIDm00168924	CIDs00168924	20977853	SFRMNOQUGROVIE-UHFFFAOYSA-H
CIDm00003155	CIDs00003155	20980871	XUPZAARQDNSRJB-UHFFFAOYSA-N
CIDm00023926	CIDs00023926	20982162	VCCADLPDBNYSPO-UHFFFAOYSA-N
CIDm00014917	CIDs00014917	21082905	XIQPNCZCDTUCTM-UHFFFAOYSA-N
CIDm00002792	CIDs21115031	21115031	FBRAWBYQGRLCEK-KTLHLUBLSA-N
CIDm00024642	CIDs00167263	21115905	QKYVQHHLYHFUKG-UHFFFAOYSA-K
CIDm00005483	CIDs00005483	21115943	BKHJWWRUVITKEE-UHFFFAOYSA-N
CIDm00104778	CIDs00104778	21117950	GDWIBRWNKDMPMF-DCRZMYHLSA-N
CIDm00025959	CIDs00025959	21119304	RCRNYRSFDUSXDQ-UHFFFAOYSA-N
CIDm00123809	CIDs21120270	21120270	QFLMOYQNYBDXMT-HKGPVOKGSA-N
CIDm00004594	CIDs09568613	21121302	LGRFYKXKCZKDLS-DIYDTZFBSA-N
CIDm00004594	CIDs09568613	21121303	VEVZQDGATGBLIC-OXLUMUBXSA-N
CIDm00002442	CIDs00002442	21121715	HWAMLPVSQRVNOF-UHFFFAOYSA-N
CIDm00160352	CIDs21123836	21123836	LHCOVOKZWQYODM-MGAMHRLHSA-N
CIDm00027993	CIDs00168708	21124716	YJBYRYVLFAUXBJ-HFTRVMKXSA-M
CIDm00016124	CIDs00016124	21131092	VCWAXVNYVWLBKM-UHFFFAOYSA-N
CIDm00003155	CIDs05282425	21158566	JZEWUVKYSOASPN-LIHJRMICSA-N
CIDm00068613	CIDs21183636	21183636	VWXRQYYUEIYXCZ-UHFFFAOYSA-N
CIDm00168625	CIDs00168625	21195055	HYFDIHPQGMLSAV-UHFFFAOYSA-N
CIDm00012555	CIDs00012555	21223996	LSWRWYZNCOFPRO-UHFFFAOYSA-N
CIDm00014917	CIDs00014917	21225204	ACSQSQMTEKFKDX-UHFFFAOYSA-N
CIDm00005727	CIDs03007855	21225551	JBKRJKYJNCJEOT-UHFFFAOYSA-M
CIDm00024393	CIDs00024393	21225554	NMTATISANOINHB-UHFFFAOYSA-L
CIDm00000813	CIDs00082127	21225614	NPYPAHLBTDXSSS-UHFFFAOYSA-P
CIDm00000222	CIDs00000222	21225752	XKMRRTOUMJRJIA-UHFFFAOYSA-O
CIDm00024450	CIDs00024450	21225936	ZPWVASYFFYYZEW-UHFFFAOYSA-K
CIDm00024450	CIDs00024450	21226062	GNSKLFRGEWLPPA-UHFFFAOYSA-K
CIDm00024450	CIDs00024450	21226205	ZPWVASYFFYYZEW-UHFFFAOYSA-N
CIDm00000767	CIDs00000767	21226243	ATRRKUHOCOJYRX-UHFFFAOYSA-M
CIDm00000813	CIDs00000813	21248637	LVJHTAASXSSIRZ-UHFFFAOYSA-N
CIDm00000813	CIDs00000813	21248643	FHWCTETWOLPLIC-UHFFFAOYSA-N
CIDm00005727	CIDs03007855	21263579	CRUISIDZTHMGJT-UHFFFAOYSA-L
CIDm00000961	CIDs00000961	21267636	CACDWRVXMWGLKR-UHFFFAOYSA-M
CIDm00222786	CIDs00521440	21287823	CBWUBGIWWATZAB-UHFFFAOYSA-N
CIDm00000785	CIDs00000785	21327355	LZFKGQSTZVQUNU-UHFFFAOYSA-N
CIDm00000785	CIDs00000785	21327627	LZKPUVULVAMJGR-UHFFFAOYSA-N
CIDm00023993	CIDs00023993	21335745	VAOJVRLHZWNVJK-UHFFFAOYSA-N
CIDm00219084	CIDs00450096	21344212	PCZHWPSNPWAQNF-UHFFFAOYSA-I
CIDm00000767	CIDs00000767	21388941	BWZAMCHSRYAIBC-UHFFFAOYSA-H
CIDm00003939	CIDs00003939	21393094	HGJRFNQLLYWARO-UHFFFAOYSA-N
CIDm00000222	CIDs00000222	21413747	XKMRRTOUMJRJIA-UHFFFAOYSA-P
CIDm00061475	CIDs00061475	21421357	YLKXSQDZRQPHKV-UHFFFAOYSA-L
CIDm00443379	CIDs03691183	21477853	HTOMWWZYNPLIET-UHFFFAOYSA-L
CIDm00023926	CIDs00023926	21499988	GWQHRLUTBUEAER-UHFFFAOYSA-N
CIDm00044564	CIDs00044564	21520336	RVGLGHVJXCETIO-UHFFFAOYSA-L
CIDm00005939	CIDs00005939	21536395	DYIHBYVXIXEFLU-UHFFFAOYSA-N
CIDm00032281	CIDs21572796	21572796	XNSAINXGIQZQOO-TUAOUCFPSA-N
CIDm00013344	CIDs00013344	21583947	WKZJASQVARUVAW-UHFFFAOYSA-K
CIDm00003998	CIDs00003998	21584567	HSMPLIREMXHZKJ-UHFFFAOYSA-N
CIDm00029089	CIDs21584586	21584586	KUXUALPOSMRJSW-UHFFFAOYSA-N
CIDm00000813	CIDs00000813	21585055	CDMMQUFVYNPJTK-UHFFFAOYSA-N
CIDm00061520	CIDs00061520	21585147	YKSPGWZSOMQSJO-UHFFFAOYSA-M
CIDm00045469	CIDs00045469	21585185	AJCSWXYHNYVNEC-UHFFFAOYSA-N
CIDm00443379	CIDs03691183	21585234	MZYVOFLIPYDBGD-UHFFFAOYSA-N
CIDm16129629	CIDs21585658	21585658	DOAKLVKFURWEDJ-QCMAZARJSA-N
CIDm00157688	CIDs10629256	21587991	NMDYYWFGPIMTKO-KLCPSUAYSA-P
CIDm00216210	CIDs00216210	216210	YBSJFWOBGCMAKL-UHFFFAOYSA-N
CIDm00132999	CIDs21625940	21625940	ACRHBAYQBXXRTO-NRFANRHFSA-O
CIDm00132999	CIDs21625940	21625941	ACRHBAYQBXXRTO-NRFANRHFSA-N
CIDm00021630	CIDs00021630	21630	YBGZDTIWKVFICR-UHFFFAOYSA-N
CIDm00206527	CIDs21640411	21640411	VUYNWBMXOQBJAI-UHFFFAOYSA-N
CIDm00216416	CIDs00216416	216416	GXESHMAMLJKROZ-IAPPQJPRSA-N
CIDm00005771	CIDs00005771	21658180	DSZOEVVLZMNAEH-UHFFFAOYSA-N
CIDm00002168	CIDs00002168	2168	MQHLMHIZUIDKOO-UHFFFAOYSA-N
CIDm18609542	CIDs19091993	21683112	RJCCVRUTJIZWBE-UHFFFAOYSA-N
CIDm00005202	CIDs00005202	21701104	PFBZWBJAFXWUSF-UHFFFAOYSA-N
CIDm00216416	CIDs09909681	21706557	INEHJXCWEVNEDZ-UHFFFAOYSA-N
CIDm00061799	CIDs05369209	21721168	NKHAVTQWNUWKEO-NSCUHMNNSA-M
CIDm00123610	CIDs21733158	21733158	CZKPOZZJODAYPZ-UUNMLIRYSA-N
CIDm00005939	CIDs00005939	21742253	JEIYEDIZZVPUFU-UHFFFAOYSA-N
CIDm00061799	CIDs05354456	21768182	NKHAVTQWNUWKEO-IHWYPQMZSA-M
CIDm00021800	CIDs00021800	21800	CIWBQSYVNNPZIQ-XYWKZLDCSA-N
CIDm00012597	CIDs00099937	21802716	SZKZSSONGOAWHC-UHFFFAOYSA-N
CIDm00021826	CIDs00021826	21826	TZIZWYVVGLXXFV-FLRHRWPCSA-N
CIDm00000961	CIDs21832023	21832023	XLYOFNOQVPJJNP-UHFFFAOYSA-P
CIDm00005411	CIDs00005411	21841794	CWFYXBDVQMBRMO-UHFFFAOYSA-N
CIDm00005470	CIDs00021844	21844	WZDGZWOAQTVYBX-DBMUCODUSA-N
CIDm00005238	CIDs18421150	21844680	XMBWDFGMSWQBCA-UHFFFAOYSA-N
CIDm03052762	CIDs03052762	21851994	YLAJVJNHEJAHCG-UHFFFAOYSA-N
CIDm03052762	CIDs03052762	21851995	PXIDBBBLGPNUBX-UHFFFAOYSA-N
CIDm00000961	CIDs00000961	21863096	JLFVIEQMRKMAIT-UHFFFAOYSA-K
CIDm00061475	CIDs00061475	21864171	VHCFROUSFJJDBO-UHFFFAOYSA-L
CIDm00000767	CIDs00000767	21864281	ATRRKUHOCOJYRX-UHFFFAOYSA-O
CIDm00014917	CIDs00014917	21864337	CUPFNGOKRMWUOO-UHFFFAOYSA-M
CIDm00060668	CIDs16760419	21864434	LIQODXNTTZAGID-UHFFFAOYSA-L
CIDm00023926	CIDs00023926	21871496	XBZAHCRWDYMTGX-UHFFFAOYSA-N
CIDm00024450	CIDs00024450	21871643	HKLZVEFFMGWYTE-UHFFFAOYSA-E
CIDm11722286	CIDs21871655	21871655	JFLRKDZMHNBDQS-UHFFFAOYSA-N
CIDm00042615	CIDs00042615	21873139	PYMDEDHDQYLBRT-UHFFFAOYSA-N
CIDm00023703	CIDs21873159	21873159	HZEQBCVBILBTEP-UHFFFAOYSA-N
CIDm00065157	CIDs21873174	21873174	UDSFVOAUHKGBEK-UHFFFAOYSA-N
