chemical	alias	source
CIDm06540261	CIDs06852147	DrugBank	DB07772
CIDm00001819	CIDs00001819	DrugBank	DB07773
CIDm00003350	CIDs00057363	DrugBank	DB07774
CIDm00195501	CIDs05288217	DrugBank	DB07775
CIDm00010680	CIDs00010680	DrugBank	DB07776
CIDm00003383	CIDs00003383	DrugBank	DB07777
CIDm00213032	CIDs00446845	DrugBank	DB07778
CIDm05494422	CIDs05494422	DrugBank	DB07779
CIDm00000706	CIDs00445713	DrugBank	DB07780
CIDm03000505	CIDs03000505	DrugBank	DB07781
CIDm00001722	CIDs00001722	DrugBank	DB07782
CIDm00448903	CIDs00448903	DrugBank	DB07783
CIDm00444144	CIDs00444144	DrugBank	DB07784
CIDm00449015	CIDs00449015	DrugBank	DB07785
CIDm05288253	CIDs46937091	DrugBank	DB07786
CIDm00448890	CIDs00448890	DrugBank	DB07787
CIDm09799061	CIDs46937092	DrugBank	DB07788
CIDm24875313	CIDs24875313	DrugBank	DB07789
CIDm24963033	CIDs24963033	DrugBank	DB07790
CIDm24901723	CIDs24901723	DrugBank	DB07791
CIDm10026604	CIDs11987874	DrugBank	DB07792
CIDm46937093	CIDs46937093	DrugBank	DB07793
CIDm11493598	CIDs11493598	DrugBank	DB07794
CIDm05281614	CIDs05281614	DrugBank	DB07795
CIDm00447747	CIDs00447747	DrugBank	DB07796
CIDm03000541	CIDs03000541	DrugBank	DB07797
CIDm11349401	CIDs11349401	DrugBank	DB07798
CIDm00003440	CIDs00003440	DrugBank	DB07799
CIDm24794406	CIDs24794406	DrugBank	DB07800
CIDm24893974	CIDs24893974	DrugBank	DB07801
CIDm05795340	CIDs05795340	DrugBank	DB07802
CIDm02738138	CIDs02738138	DrugBank	DB07803
CIDm16040261	CIDs16040261	DrugBank	DB07804
CIDm03783853	CIDs03783853	DrugBank	DB07805
CIDm00001268	CIDs00446136	DrugBank	DB07806
CIDm09860102	CIDs09860102	DrugBank	DB07807
CIDm03827524	CIDs07100106	DrugBank	DB07808
CIDm17758360	CIDs17758360	DrugBank	DB07809
CIDm00004788	CIDs00004788	DrugBank	DB07810
CIDm10089048	CIDs10089048	DrugBank	DB07811
CIDm24805271	CIDs24963048	DrugBank	DB07812
CIDm46937094	CIDs46937094	DrugBank	DB07813
CIDm00006466	CIDs00006466	DrugBank	DB07814
CIDm00092109	CIDs00092109	DrugBank	DB07815
CIDm00004447	CIDs00004447	DrugBank	DB07816
CIDm12087505	CIDs12087505	DrugBank	DB07817
CIDm11708451	CIDs11708451	DrugBank	DB07818
CIDm11694089	CIDs11694089	DrugBank	DB07819
CIDm00003457	CIDs00003457	DrugBank	DB07820
CIDm46937095	CIDs46937095	DrugBank	DB07821
CIDm46937095	CIDs46937096	DrugBank	DB07822
CIDm00315868	CIDs01933963	DrugBank	DB07823
CIDm05305969	CIDs05305969	DrugBank	DB07824
CIDm02376770	CIDs02376770	DrugBank	DB07825
CIDm00465669	CIDs00465669	DrugBank	DB07826
CIDm10224181	CIDs10224181	DrugBank	DB07827
CIDm10182969	CIDs10182969	DrugBank	DB07828
CIDm12106168	CIDs12106168	DrugBank	DB07829
CIDm16040279	CIDs16040279	DrugBank	DB07830
CIDm10477723	CIDs10477723	DrugBank	DB07831
CIDm23644582	CIDs23644582	DrugBank	DB07832
CIDm10200651	CIDs10200651	DrugBank	DB07833
CIDm21078798	CIDs21078798	DrugBank	DB07834
CIDm24856363	CIDs24856363	DrugBank	DB07835
CIDm00001381	CIDs46937097	DrugBank	DB07836
CIDm11952989	CIDs11952989	DrugBank	DB07837
CIDm02871258	CIDs05726921	DrugBank	DB07838
CIDm06420159	CIDs06420159	DrugBank	DB07839
CIDm11674979	CIDs11674979	DrugBank	DB07840
CIDm00000735	CIDs06420192	DrugBank	DB07841
CIDm11149906	CIDs11149906	DrugBank	DB07842
CIDm09549259	CIDs09549259	DrugBank	DB07843
CIDm09549258	CIDs09549258	DrugBank	DB07844
CIDm25113171	CIDs25113171	DrugBank	DB07845
CIDm10429940	CIDs46937098	DrugBank	DB07846
CIDm06852168	CIDs06852168	DrugBank	DB07847
CIDm09549257	CIDs09549257	DrugBank	DB07848
CIDm04633086	CIDs46937099	DrugBank	DB07849
CIDm00976666	CIDs00976666	DrugBank	DB07850
CIDm11617491	CIDs24798721	DrugBank	DB07851
CIDm02763754	CIDs02763754	DrugBank	DB07852
CIDm46937100	CIDs46937100	DrugBank	DB07853
CIDm11608401	CIDs11608401	DrugBank	DB07854
CIDm11688053	CIDs16122632	DrugBank	DB07855
CIDm16122633	CIDs16122633	DrugBank	DB07856
CIDm11312547	CIDs15602983	DrugBank	DB07857
CIDm11312547	CIDs15602982	DrugBank	DB07858
CIDm11175137	CIDs11175137	DrugBank	DB07859
CIDm03749170	CIDs16122635	DrugBank	DB07860
CIDm09823454	CIDs09823454	DrugBank	DB07861
CIDm00001881	CIDs00001881	DrugBank	DB07862
CIDm00644213	CIDs00644213	DrugBank	DB07863
CIDm00448725	CIDs00448725	DrugBank	DB07864
CIDm01503946	CIDs01503946	DrugBank	DB07865
CIDm24825463	CIDs24866443	DrugBank	DB07866
CIDm00448724	CIDs00448724	DrugBank	DB07867
CIDm00448727	CIDs00448727	DrugBank	DB07868
CIDm03013152	CIDs46937101	DrugBank	DB07869
CIDm00050895	CIDs00448979	DrugBank	DB07870
CIDm00448729	CIDs00448729	DrugBank	DB07871
CIDm42628060	CIDs42628060	DrugBank	DB07872
CIDm04395717	CIDs04395717	DrugBank	DB07873
CIDm11594966	CIDs17749735	DrugBank	DB07874
CIDm11979006	CIDs11979006	DrugBank	DB07875
CIDm00448043	CIDs00448043	DrugBank	DB07876
CIDm06914564	CIDs06914564	DrugBank	DB07877
CIDm11957401	CIDs46937102	DrugBank	DB07878
CIDm24836811	CIDs24836811	DrugBank	DB07879
CIDm05357439	CIDs05357439	DrugBank	DB07880
CIDm00447154	CIDs00447154	DrugBank	DB07881
CIDm04633273	CIDs05288514	DrugBank	DB07882
CIDm00446476	CIDs00446476	DrugBank	DB07883
CIDm00154048	CIDs00154048	DrugBank	DB07884
CIDm03000492	CIDs03000493	DrugBank	DB07885
CIDm00003640	CIDs00005754	DrugBank	DB07886
CIDm06857719	CIDs06857719	DrugBank	DB07887
CIDm06098948	CIDs06323362	DrugBank	DB07888
CIDm00447653	CIDs00447653	DrugBank	DB07889
CIDm00001705	CIDs00444721	DrugBank	DB07890
CIDm00066440	CIDs00066440	DrugBank	DB07891
CIDm00064993	CIDs00064993	DrugBank	DB07892
CIDm00004776	CIDs00444107	DrugBank	DB07893
CIDm00001703	CIDs05288544	DrugBank	DB07894
CIDm04634037	CIDs46937103	DrugBank	DB07895
CIDm00000328	CIDs00439940	DrugBank	DB07896
CIDm04634038	CIDs04634038	DrugBank	DB07897
CIDm05288553	CIDs05288553	DrugBank	DB07898
CIDm04634043	CIDs46937104	DrugBank	DB07899
CIDm04634226	CIDs05288561	DrugBank	DB07900
CIDm02740174	CIDs02740174	DrugBank	DB07901
CIDm11809364	CIDs11809364	DrugBank	DB07902
CIDm11120251	CIDs11120251	DrugBank	DB07903
CIDm00001562	CIDs06323374	DrugBank	DB07904
CIDm09929643	CIDs09929643	DrugBank	DB07905
CIDm10608431	CIDs10822243	DrugBank	DB07906
CIDm00094180	CIDs06995012	DrugBank	DB07907
CIDm05288573	CIDs05288573	DrugBank	DB07908
CIDm00444394	CIDs00444394	DrugBank	DB07909
CIDm00445494	CIDs00445494	DrugBank	DB07910
CIDm00000512	CIDs05478893	DrugBank	DB07911
CIDm04369424	CIDs04369424	DrugBank	DB07912
CIDm46937105	CIDs46937105	DrugBank	DB07913
CIDm00000570	CIDs05462192	DrugBank	DB07914
CIDm00000570	CIDs05462192	DrugBank	DB07915
CIDm05288581	CIDs05288581	DrugBank	DB07916
CIDm06540277	CIDs06540277	DrugBank	DB07917
CIDm00001561	CIDs00001561	DrugBank	DB07918
CIDm00022382	CIDs00022382	DrugBank	DB07919
CIDm46937106	CIDs46937106	DrugBank	DB07920
CIDm46937107	CIDs46937107	DrugBank	DB07921
CIDm46937108	CIDs46937108	DrugBank	DB07922
CIDm00062080	CIDs46937109	DrugBank	DB07923
CIDm00062080	CIDs09549264	DrugBank	DB07924
CIDm00001704	CIDs46937110	DrugBank	DB07925
CIDm00004323	CIDs00128564	DrugBank	DB07926
CIDm00657106	CIDs00657106	DrugBank	DB07927
CIDm03474204	CIDs06914579	DrugBank	DB07928
CIDm00448258	CIDs00448258	DrugBank	DB07929
CIDm00094216	CIDs05312804	DrugBank	DB07930
CIDm00003606	CIDs00192197	DrugBank	DB07931
CIDm11531308	CIDs11531308	DrugBank	DB07932
CIDm09925763	CIDs10286159	DrugBank	DB07933
CIDm00448953	CIDs00448953	DrugBank	DB07934
CIDm25218427	CIDs25218427	DrugBank	DB07935
CIDm16113377	CIDs16113377	DrugBank	DB07936
CIDm16744441	CIDs16744441	DrugBank	DB07937
CIDm44141863	CIDs44543639	DrugBank	DB07938
CIDm13036939	CIDs16750083	DrugBank	DB07939
CIDm00448167	CIDs00448167	DrugBank	DB07940
CIDm22049997	CIDs22049997	DrugBank	DB07941
CIDm42647299	CIDs42647299	DrugBank	DB07942
CIDm09865587	CIDs09865587	DrugBank	DB07943
CIDm00448955	CIDs00448955	DrugBank	DB07944
CIDm09863791	CIDs09863791	DrugBank	DB07945
CIDm10114365	CIDs10114365	DrugBank	DB07946
CIDm05327109	CIDs05327109	DrugBank	DB07947
CIDm00003038	CIDs00003038	DrugBank	DB07948
CIDm11840955	CIDs11840955	DrugBank	DB07949
CIDm00000801	CIDs00000801	DrugBank	DB07950
CIDm00446620	CIDs00446620	DrugBank	DB07951
CIDm00446640	CIDs00446640	DrugBank	DB07952
CIDm00446641	CIDs00446641	DrugBank	DB07953
CIDm00003758	CIDs00003758	DrugBank	DB07954
CIDm04634717	CIDs04634717	DrugBank	DB07955
CIDm04635104	CIDs05288602	DrugBank	DB07956
CIDm00446501	CIDs00446501	DrugBank	DB07957
CIDm00447739	CIDs00447739	DrugBank	DB07958
CIDm05327123	CIDs05327123	DrugBank	DB07959
CIDm46884631	CIDs46937111	DrugBank	DB07960
CIDm03003217	CIDs05496892	DrugBank	DB07961
CIDm25150855	CIDs25150855	DrugBank	DB07962
CIDm25150856	CIDs25150856	DrugBank	DB07963
CIDm05288615	CIDs05288615	DrugBank	DB07964
CIDm05288616	CIDs05288616	DrugBank	DB07965
CIDm16040294	CIDs16040294	DrugBank	DB07966
CIDm11464526	CIDs11464526	DrugBank	DB07967
CIDm09547901	CIDs09547901	DrugBank	DB07968
CIDm25113181	CIDs25113181	DrugBank	DB07969
CIDm24875320	CIDs24875320	DrugBank	DB07970
CIDm01202104	CIDs01202104	DrugBank	DB07971
CIDm01510981	CIDs01510981	DrugBank	DB07972
CIDm06540267	CIDs06540267	DrugBank	DB07973
CIDm06540268	CIDs06540268	DrugBank	DB07974
CIDm10342449	CIDs10342449	DrugBank	DB07975
CIDm15942657	CIDs15942657	DrugBank	DB07976
CIDm15942658	CIDs15942658	DrugBank	DB07977
CIDm46937112	CIDs46937112	DrugBank	DB07978
CIDm46937113	CIDs46937113	DrugBank	DB07979
CIDm00086418	CIDs00086418	DrugBank	DB07980
CIDm16741227	CIDs16741227	DrugBank	DB07981
CIDm11270500	CIDs11270500	DrugBank	DB07982
CIDm00447835	CIDs00447835	DrugBank	DB07983
CIDm16741227	CIDs16741228	DrugBank	DB07984
CIDm00001308	CIDs00444406	DrugBank	DB07985
CIDm00001948	CIDs00001948	DrugBank	DB07986
CIDm04369082	CIDs04369082	DrugBank	DB07987
CIDm04369080	CIDs04369080	DrugBank	DB07988
CIDm04635680	CIDs05288636	DrugBank	DB07989
CIDm00001294	CIDs46937114	DrugBank	DB07990
CIDm16750040	CIDs16750040	DrugBank	DB07991
CIDm00010258	CIDs00010258	DrugBank	DB07992
CIDm11507920	CIDs11507920	DrugBank	DB07993
CIDm11633167	CIDs11633167	DrugBank	DB07994
CIDm00003541	CIDs00449241	DrugBank	DB07995
CIDm00003542	CIDs00449240	DrugBank	DB07996
CIDm00003540	CIDs00003540	DrugBank	DB07997
CIDm00123631	CIDs00123631	DrugBank	DB07998
CIDm11494891	CIDs11494891	DrugBank	DB07999
CIDm11660035	CIDs11660035	DrugBank	DB08000
CIDm00449162	CIDs00449162	DrugBank	DB08001
CIDm00003696	CIDs00003696	DrugBank	DB08002
CIDm09547915	CIDs09547915	DrugBank	DB08003
CIDm25113179	CIDs46937115	DrugBank	DB08004
CIDm16129582	CIDs16129582	DrugBank	DB08005
CIDm24882195	CIDs24882195	DrugBank	DB08006
CIDm24820112	CIDs24820112	DrugBank	DB08007
CIDm25263414	CIDs25263414	DrugBank	DB08008
CIDm05329103	CIDs05329103	DrugBank	DB08009
CIDm45268539	CIDs45268539	DrugBank	DB08010
CIDm45267696	CIDs46937116	DrugBank	DB08011
CIDm00071345	CIDs00071345	DrugBank	DB08012
CIDm00130188	CIDs00130188	DrugBank	DB08013
CIDm00449026	CIDs00449026	DrugBank	DB08014
CIDm45270264	CIDs45270264	DrugBank	DB08015
CIDm11987823	CIDs11987823	DrugBank	DB08016
CIDm00127504	CIDs00127504	DrugBank	DB08017
CIDm24798097	CIDs24798097	DrugBank	DB08018
CIDm25021186	CIDs25021186	DrugBank	DB08019
CIDm09927355	CIDs09927355	DrugBank	DB08020
CIDm44224261	CIDs44224261	DrugBank	DB08021
CIDm10109823	CIDs46937117	DrugBank	DB08022
CIDm24801862	CIDs24801862	DrugBank	DB08023
CIDm05459374	CIDs05459374	DrugBank	DB08024
CIDm10364826	CIDs10364826	DrugBank	DB08025
CIDm24801863	CIDs24801863	DrugBank	DB08026
CIDm05082818	CIDs05082818	DrugBank	DB08027
CIDm04636204	CIDs04636204	DrugBank	DB08028
CIDm24178109	CIDs24178109	DrugBank	DB08029
CIDm10039403	CIDs10039403	DrugBank	DB08030
CIDm11987832	CIDs11987832	DrugBank	DB08031
CIDm01190625	CIDs01190625	DrugBank	DB08032
CIDm16122638	CIDs16122638	DrugBank	DB08033
CIDm00697689	CIDs09562794	DrugBank	DB08034
CIDm11522441	CIDs11522441	DrugBank	DB08035
CIDm00003815	CIDs00003815	DrugBank	DB08036
CIDm11442529	CIDs11655511	DrugBank	DB08037
CIDm46937118	CIDs46937118	DrugBank	DB08038
CIDm00005309	CIDs05312137	DrugBank	DB08039
CIDm00123982	CIDs00123982	DrugBank	DB08040
CIDm02763099	CIDs10958449	DrugBank	DB08041
CIDm24941243	CIDs24941243	DrugBank	DB08042
CIDm15942672	CIDs15942672	DrugBank	DB08043
CIDm11583115	CIDs11974439	DrugBank	DB08044
CIDm05327092	CIDs05327092	DrugBank	DB08045
CIDm00002732	CIDs00688424	DrugBank	DB08046
CIDm11371035	CIDs46870043	DrugBank	DB08047
CIDm14086997	CIDs14086997	DrugBank	DB08048
CIDm05413034	CIDs05413034	DrugBank	DB08049
CIDm13294447	CIDs13294447	DrugBank	DB08050
CIDm16739330	CIDs16739330	DrugBank	DB08051
CIDm24905142	CIDs24905142	DrugBank	DB08052
CIDm24905153	CIDs24905153	DrugBank	DB08053
CIDm24905152	CIDs24905152	DrugBank	DB08054
CIDm24963038	CIDs44563262	DrugBank	DB08055
CIDm25141060	CIDs44422489	DrugBank	DB08056
CIDm24963039	CIDs46937119	DrugBank	DB08057
CIDm11291932	CIDs11291932	DrugBank	DB08058
CIDm00005691	CIDs00312145	DrugBank	DB08059
CIDm06420149	CIDs06420149	DrugBank	DB08060
CIDm00449126	CIDs00449126	DrugBank	DB08061
CIDm00449127	CIDs00449127	DrugBank	DB08062
CIDm05288679	CIDs05288679	DrugBank	DB08063
CIDm05326866	CIDs05326866	DrugBank	DB08064
CIDm05403336	CIDs05403336	DrugBank	DB08065
CIDm25138278	CIDs25138278	DrugBank	DB08066
CIDm11496628	CIDs11696609	DrugBank	DB08067
CIDm46937120	CIDs46937120	DrugBank	DB08068
CIDm02405215	CIDs02405215	DrugBank	DB08069
CIDm16122634	CIDs16122634	DrugBank	DB08070
CIDm46937121	CIDs46937121	DrugBank	DB08071
CIDm23653530	CIDs23653530	DrugBank	DB08072
CIDm10172943	CIDs10172943	DrugBank	DB08073
CIDm00045069	CIDs00045069	DrugBank	DB08074
CIDm13582275	CIDs13582275	DrugBank	DB08075
CIDm02766552	CIDs02766552	DrugBank	DB08076
CIDm00195347	CIDs00195347	DrugBank	DB08077
CIDm06603901	CIDs06603901	DrugBank	DB08078
CIDm24771761	CIDs24864821	DrugBank	DB08079
CIDm00003892	CIDs06436219	DrugBank	DB08080
CIDm00127293	CIDs00127293	DrugBank	DB08081
CIDm00233979	CIDs00233979	DrugBank	DB08082
CIDm44144383	CIDs44144383	DrugBank	DB08083
CIDm04369325	CIDs04369325	DrugBank	DB08084
CIDm14899645	CIDs14899645	DrugBank	DB08085
CIDm46937122	CIDs46937122	DrugBank	DB08086
CIDm09901168	CIDs09944398	DrugBank	DB08087
CIDm11394286	CIDs11428356	DrugBank	DB08088
CIDm11560224	CIDs11560224	DrugBank	DB08089
CIDm10403483	CIDs46937123	DrugBank	DB08090
CIDm05326868	CIDs05326868	DrugBank	DB08091
CIDm05326870	CIDs05326870	DrugBank	DB08092
CIDm05326871	CIDs05326871	DrugBank	DB08093
CIDm06918852	CIDs06918852	DrugBank	DB08094
CIDm06540299	CIDs06540299	DrugBank	DB08095
CIDm06852209	CIDs06852209	DrugBank	DB08096
CIDm09543517	CIDs09543517	DrugBank	DB08097
CIDm02817424	CIDs02817424	DrugBank	DB08098
CIDm11963546	CIDs11963546	DrugBank	DB08099
CIDm03015065	CIDs06365297	DrugBank	DB08100
CIDm25129137	CIDs25129137	DrugBank	DB08101
CIDm00243556	CIDs00243556	DrugBank	DB08102
CIDm10831270	CIDs10831270	DrugBank	DB08103
CIDm01184681	CIDs01184681	DrugBank	DB08104
CIDm16122580	CIDs16122581	DrugBank	DB08105
CIDm16122580	CIDs16122580	DrugBank	DB08106
CIDm24755470	CIDs24755470	DrugBank	DB08107
CIDm24755471	CIDs24755471	DrugBank	DB08108
CIDm46937124	CIDs46937124	DrugBank	DB08109
CIDm46937125	CIDs46937125	DrugBank	DB08110
CIDm24771760	CIDs24901696	DrugBank	DB08111
CIDm25058128	CIDs25058128	DrugBank	DB08112
CIDm12412578	CIDs12412578	DrugBank	DB08113
CIDm00691952	CIDs00691952	DrugBank	DB08114
CIDm24883481	CIDs24883481	DrugBank	DB08115
CIDm46937126	CIDs46937126	DrugBank	DB08116
CIDm00002833	CIDs00006167	DrugBank	DB08117
CIDm25229552	CIDs25229552	DrugBank	DB08118
CIDm03082654	CIDs03082654	DrugBank	DB08119
CIDm00000663	CIDs00445160	DrugBank	DB08120
CIDm11483970	CIDs11483970	DrugBank	DB08121
CIDm05288708	CIDs05288708	DrugBank	DB08122
CIDm05288709	CIDs05288709	DrugBank	DB08123
CIDm05288710	CIDs05288710	DrugBank	DB08124
CIDm05288711	CIDs05288711	DrugBank	DB08125
CIDm05288712	CIDs05288712	DrugBank	DB08126
CIDm15143646	CIDs15143646	DrugBank	DB08127
CIDm10263132	CIDs46937127	DrugBank	DB08128
CIDm00030514	CIDs36688408	DrugBank	DB08129
CIDm25023709	CIDs25023709	DrugBank	DB08130
CIDm00446560	CIDs00446560	DrugBank	DB08131
CIDm00087031	CIDs00087031	DrugBank	DB08132
CIDm09926933	CIDs09926933	DrugBank	DB08133
CIDm09994066	CIDs09994066	DrugBank	DB08134
CIDm00680935	CIDs00680935	DrugBank	DB08135
CIDm24864077	CIDs24864077	DrugBank	DB08136
CIDm24864078	CIDs24864078	DrugBank	DB08137
CIDm24864079	CIDs24864079	DrugBank	DB08138
CIDm24971312	CIDs24971312	DrugBank	DB08139
CIDm24971313	CIDs24971313	DrugBank	DB08140
CIDm24864082	CIDs24864082	DrugBank	DB08141
CIDm11338033	CIDs11338033	DrugBank	DB08142
CIDm42628063	CIDs42628063	DrugBank	DB08143
CIDm05328120	CIDs05328120	DrugBank	DB08144
CIDm21850055	CIDs21850055	DrugBank	DB08145
CIDm46937128	CIDs46937128	DrugBank	DB08146
CIDm00510684	CIDs00510684	DrugBank	DB08147
CIDm24762195	CIDs24762195	DrugBank	DB08148
CIDm11696113	CIDs11696113	DrugBank	DB08149
CIDm17751819	CIDs17751819	DrugBank	DB08150
CIDm44263483	CIDs44263483	DrugBank	DB08151
CIDm24754814	CIDs24754814	DrugBank	DB08152
CIDm11987878	CIDs11987878	DrugBank	DB08153
CIDm16045336	CIDs16045336	DrugBank	DB08154
CIDm00745994	CIDs00745994	DrugBank	DB08155
CIDm03161908	CIDs03161908	DrugBank	DB08156
CIDm16122582	CIDs16122582	DrugBank	DB08157
CIDm00445227	CIDs25195339	DrugBank	DB08158
CIDm05288720	CIDs05288720	DrugBank	DB08159
CIDm05288721	CIDs05288721	DrugBank	DB08160
CIDm24748045	CIDs24748045	DrugBank	DB08161
CIDm00003547	CIDs00003547	DrugBank	DB08162
CIDm25181315	CIDs25181315	DrugBank	DB08163
CIDm16058650	CIDs16058650	DrugBank	DB08164
CIDm00096876	CIDs00096876	DrugBank	DB08165
CIDm24851689	CIDs24851689	DrugBank	DB08166
CIDm00004139	CIDs00004139	DrugBank	DB08167
CIDm00092249	CIDs00092249	DrugBank	DB08168
CIDm54723327	CIDs54723327	DrugBank	DB08169
CIDm15942651	CIDs15942651	DrugBank	DB08170
CIDm00543502	CIDs00543502	DrugBank	DB08171
CIDm54727975	CIDs54727975	DrugBank	DB08172
CIDm10250490	CIDs10250490	DrugBank	DB08173
CIDm09954980	CIDs09954980	DrugBank	DB08174
CIDm00004111	CIDs05288795	DrugBank	DB08175
CIDm46937129	CIDs46937129	DrugBank	DB08176
CIDm00508110	CIDs01286537	DrugBank	DB08177
CIDm23727981	CIDs23727981	DrugBank	DB08178
CIDm11779786	CIDs11779786	DrugBank	DB08179
CIDm00197498	CIDs00447278	DrugBank	DB08180
CIDm05326798	CIDs05326798	DrugBank	DB08181
CIDm23727982	CIDs23727982	DrugBank	DB08182
CIDm09818231	CIDs09926791	DrugBank	DB08183
CIDm09547945	CIDs09547945	DrugBank	DB08184
CIDm04478774	CIDs46937130	DrugBank	DB08185
CIDm00736406	CIDs00736407	DrugBank	DB08186
CIDm00448763	CIDs00448763	DrugBank	DB08187
CIDm00065013	CIDs00065013	DrugBank	DB08188
CIDm00000896	CIDs00000896	DrugBank	DB08189
CIDm00115348	CIDs00115348	DrugBank	DB08190
CIDm11544170	CIDs11544170	DrugBank	DB08191
CIDm05159166	CIDs46937131	DrugBank	DB08192
CIDm00015876	CIDs00015876	DrugBank	DB08193
CIDm02726820	CIDs02726820	DrugBank	DB08194
CIDm09547943	CIDs09547943	DrugBank	DB08195
CIDm06288148	CIDs06288148	DrugBank	DB08196
CIDm46937132	CIDs46937132	DrugBank	DB08197
CIDm11853779	CIDs15942673	DrugBank	DB08198
CIDm15942661	CIDs15942661	DrugBank	DB08199
CIDm00446980	CIDs00446980	DrugBank	DB08200
CIDm00446980	CIDs00446981	DrugBank	DB08201
CIDm00891831	CIDs00891831	DrugBank	DB08202
CIDm00447099	CIDs00447099	DrugBank	DB08203
CIDm00448781	CIDs00448781	DrugBank	DB08204
CIDm20284644	CIDs20284644	DrugBank	DB08205
CIDm23722943	CIDs23722943	DrugBank	DB08206
CIDm23722944	CIDs23722944	DrugBank	DB08207
CIDm10150081	CIDs10150081	DrugBank	DB08208
CIDm00010303	CIDs00010303	DrugBank	DB08209
CIDm00449003	CIDs00449003	DrugBank	DB08210
CIDm11984575	CIDs11984575	DrugBank	DB08211
CIDm03000663	CIDs03000663	DrugBank	DB08212
CIDm00001389	CIDs05288850	DrugBank	DB08213
CIDm00082315	CIDs00082315	DrugBank	DB08214
CIDm00013450	CIDs00013450	DrugBank	DB08215
CIDm06290905	CIDs06323420	DrugBank	DB08216
CIDm00448332	CIDs00448332	DrugBank	DB08217
CIDm11987556	CIDs11987556	DrugBank	DB08218
CIDm11840966	CIDs11840966	DrugBank	DB08219
CIDm09845059	CIDs09845059	DrugBank	DB08220
CIDm16040281	CIDs16040281	DrugBank	DB08221
CIDm00446977	CIDs00446977	DrugBank	DB08222
CIDm15947913	CIDs15947913	DrugBank	DB08223
CIDm00173651	CIDs04369567	DrugBank	DB08224
CIDm00004201	CIDs00004201	DrugBank	DB08225
CIDm54696318	CIDs54699009	DrugBank	DB08226
CIDm19989057	CIDs19989057	DrugBank	DB08227
CIDm01504717	CIDs01504717	DrugBank	DB08228
CIDm46937133	CIDs46937133	DrugBank	DB08229
CIDm05281701	CIDs05281701	DrugBank	DB08230
CIDm00011005	CIDs00011005	DrugBank	DB08231
CIDm06102815	CIDs10135836	DrugBank	DB08232
CIDm00447649	CIDs00447649	DrugBank	DB08233
CIDm25058133	CIDs25058133	DrugBank	DB08234
CIDm00588963	CIDs00588963	DrugBank	DB08235
CIDm04384081	CIDs44129612	DrugBank	DB08236
CIDm46937134	CIDs46937134	DrugBank	DB08237
CIDm00008408	CIDs00008408	DrugBank	DB08238
CIDm11675645	CIDs11675645	DrugBank	DB08239
CIDm00087517	CIDs00087517	DrugBank	DB08240
CIDm00447656	CIDs00447656	DrugBank	DB08241
CIDm23400214	CIDs23400214	DrugBank	DB08242
CIDm00004754	CIDs00004754	DrugBank	DB08243
CIDm06102824	CIDs06102824	DrugBank	DB08244
CIDm46937135	CIDs46937135	DrugBank	DB08245
CIDm10404225	CIDs11840968	DrugBank	DB08246
CIDm09547890	CIDs09547890	DrugBank	DB08247
CIDm00447655	CIDs00447655	DrugBank	DB08248
CIDm00159866	CIDs00159866	DrugBank	DB08249
CIDm10309476	CIDs23586165	DrugBank	DB08250
CIDm05288878	CIDs05288878	DrugBank	DB08251
CIDm05326800	CIDs05326800	DrugBank	DB08252
CIDm05180219	CIDs05288981	DrugBank	DB08253
CIDm00008420	CIDs00008420	DrugBank	DB08254
CIDm11507040	CIDs11507040	DrugBank	DB08255
CIDm04149241	CIDs04149241	DrugBank	DB08256
CIDm06420119	CIDs06420119	DrugBank	DB08257
CIDm06420120	CIDs06420120	DrugBank	DB08258
CIDm06420121	CIDs06420121	DrugBank	DB08259
CIDm24963032	CIDs24963032	DrugBank	DB08260
CIDm00446415	CIDs00446415	DrugBank	DB08261
CIDm00014357	CIDs00014357	DrugBank	DB08262
CIDm05288998	CIDs05288998	DrugBank	DB08263
CIDm00000362	CIDs00440294	DrugBank	DB08264
CIDm00481709	CIDs00481709	DrugBank	DB08265
CIDm46937136	CIDs46937136	DrugBank	DB08266
CIDm05326928	CIDs05326928	DrugBank	DB08267
CIDm05326929	CIDs05326929	DrugBank	DB08268
CIDm00008982	CIDs00008982	DrugBank	DB08269
CIDm46937137	CIDs46937137	DrugBank	DB08270
CIDm00448002	CIDs00448002	DrugBank	DB08271
CIDm09817372	CIDs09817372	DrugBank	DB08272
CIDm46937138	CIDs46937138	DrugBank	DB08273
CIDm54680844	CIDs54708746	DrugBank	DB08274
CIDm06709889	CIDs06710104	DrugBank	DB08275
CIDm11655188	CIDs16040257	DrugBank	DB08277
