MESH 	 drugbank_ids with | as seperator  
D000002	DB12231
C574213	DB12140
C077110	DB13141
C104066	DB06440
C110027	DB00640
C574738	DB11910
C076852	DB12226
C058956	DB12996
C007084	DB01190
C026189	DB00201
D008655	DB13587
C049058	DB08927
D013804	DB04795
C543528	DB12369
C015329	DB11231
D000625	DB02079
C037258	DB12991
D011765	DB03587
C027696	DB09055
C034635	DB00687
C084593	DB08329
C060942	DB11623
C020905	DB11296
C009999	DB11989
D019354	DB04398
C072247	DB12054
C011462	DB00199
C010480	DB12622
C014635	DB12942
C026609	DB12700
C510463	DB12361
C520962	DB12191
C025204	DB08690
C060230	DB06739
C017673	DB13136
C070669	DB01356
C007027	DB11121
C012776	DB07477
D000068557	DB00275
D005711	DB12923
C110309	DB12665
C008461	DB12765
C078131	DB02255
C046785	DB11752
C004648	DB00624
C489254	DB12558
D019814	DB08231
C558666	DB12241
C029536	DB12224
C415032	DB12802
C027118	DB04221
D052203	DB06215
D008622	DB13392
C014215	DB12093
C037067	DB02621
C037068	DB08080
C026041	DB11071
C520647	DB11747
C000598331	DB11794
D019345	DB01593
C053238	DB12637
D016670	DB12831
C003915	DB03608
C045693	DB11935
C002205	DB11618
C038864	DB02877
C544967	DB12874
C049331	DB11696
C005581	DB11268
C107754	DB12538
C006452	DB11780
D017341	DB12736
C030298	DB12751
C014794	DB00162
C006698	DB13009
C030614	DB11255
C024823	DB11171
C023676	DB00608
C086758	DB04334
C007030	DB12314
C070272	DB11869
C070279	DB11667
D001466	DB11150
C031621	DB01592
C507134	DB12146
C006235	DB01910
D009554	DB12172
C021730	DB12969
C098432	DB04545
D007204	DB11659
C076948	DB12770
C001371	DB01541
C004808	DB07780
C091423	DB03765
C008046	DB12298
C066668	DB06235
C554092	DB11893
C550088	DB12792
C014896	DB12111
D011746	DB13084
C115174	DB09199
D011691	DB08437
C004965	DB13014
C558663	DB12848
C448659	DB12442
D012980	DB00936
C034364	DB12017
C533469	DB12812
C010882	DB00878
D005937	DB03603
D012439	DB12418
D053260	DB11980
C010792	DB00624
C062058	DB11960
D015376	DB13069
C049584	DB08398
C060817	DB12593
C007556	DB11594
C026209	DB12539
D006604	DB11254
C077049	DB12212
D012972	DB11151
C574166	DB12299
C018404	DB11678
C022175	DB11128
C548780	DB12764
D003345	DB04652
C557525	DB05223
D008778	DB02896
C005370	DB13064
C532127	DB12935
C506540	DB11981
D011515	DB12667
C023764	DB12405
D015237	DB12789
D011733	DB11673
D065146	DB11176
C540445	DB12046
C016767	DB12708
D006072	DB13044
C031492	DB04519
C492668	DB13070
C499403	DB12672
C023844	DB11090
C007630	DB00783
